frame_index,RightUpperLeg_orientation_w,RightUpperLeg_orientation_x,RightUpperLeg_orientation_y,RightUpperLeg_orientation_z,RightLowerLeg_orientation_w,RightLowerLeg_orientation_x,RightLowerLeg_orientation_y,RightLowerLeg_orientation_z,RightUpperLeg_angularVelocity_x,RightUpperLeg_angularVelocity_y,RightUpperLeg_angularVelocity_z,RightLowerLeg_angularVelocity_x,RightLowerLeg_angularVelocity_y,RightLowerLeg_angularVelocity_z,RightUpperLeg_acceleration_x,RightUpperLeg_acceleration_y,RightUpperLeg_acceleration_z,RightLowerLeg_acceleration_x,RightLowerLeg_acceleration_y,RightLowerLeg_acceleration_z
6232,0.730785,-0.048748,0.294530,-0.613864,0.783332,0.082547,0.328131,-0.521447,2.042951,0.136646,3.601655,2.341766,3.685493,-1.605159,7.176214,13.590710,4.118221,24.505481,-8.210263,-7.462899
6233,0.731016,-0.050545,0.294238,-0.613583,0.778543,0.082495,0.333861,-0.524979,1.249725,0.492489,2.820609,2.040684,3.867479,-1.958526,22.329496,-10.915118,-13.712938,18.323249,11.536144,-4.213206
6234,0.731168,-0.052452,0.293917,-0.613397,0.773555,0.082520,0.339605,-0.528651,-0.376490,1.355743,0.886036,1.657825,3.762888,-2.146181,32.828795,-30.183442,-30.017586,4.989486,17.821950,1.164744
6235,0.731300,-0.054446,0.293514,-0.613258,0.768436,0.082627,0.345306,-0.532394,-1.334259,2.547929,-1.142577,1.398135,3.232595,-2.048274,42.338022,-67.433475,-56.939204,-13.058737,13.734591,5.152675
6236,0.731475,-0.056504,0.292975,-0.613121,0.763255,0.082817,0.350912,-0.536138,-1.028806,2.921933,-2.116805,1.280464,2.843360,-1.892817,6.591365,-73.625844,-29.577148,-9.334570,7.210706,7.492501
6237,0.731753,-0.058601,0.292247,-0.612940,0.758084,0.083095,0.356370,-0.539819,-0.130989,2.480403,-1.930225,1.165161,2.701887,-1.799299,-27.840308,-40.469527,5.489316,-1.321494,5.817775,8.766699
6238,0.732195,-0.060714,0.291276,-0.612668,0.752999,0.083463,0.361628,-0.543371,0.511473,1.662110,-1.196746,1.027885,2.576872,-1.745354,-43.981111,2.759300,30.526285,-2.582372,5.963908,10.748763
6239,0.732863,-0.062819,0.290008,-0.612259,0.748078,0.083927,0.366636,-0.546730,0.543931,0.293475,-0.288131,0.945984,2.400206,-1.735763,-69.195829,42.628149,67.452650,-5.990349,3.714141,12.103477
6240,0.733816,-0.064893,0.288390,-0.611666,0.743399,0.084489,0.371345,-0.549838,0.126038,-1.227532,0.676970,0.873082,2.165355,-1.831636,-78.094108,67.841676,82.140186,-8.893258,3.508022,13.563015
6241,0.735113,-0.066912,0.286367,-0.610841,0.739046,0.085154,0.375708,-0.552633,-0.624417,-1.895152,1.106389,0.664848,1.956034,-2.090871,-41.412274,59.457134,44.189161,-7.761251,8.919236,16.217850
6242,0.736812,-0.068851,0.283884,-0.609735,0.735101,0.085926,0.379677,-0.555057,-1.490022,-2.200400,1.188579,0.371719,1.749880,-2.452801,-23.247655,49.308133,26.597852,-6.460228,11.642680,18.334491
6243,-0.738970,0.070688,-0.280887,0.608300,0.731648,0.086811,0.383206,-0.557054,-2.088737,-2.897129,1.512262,0.155481,1.504617,-2.640907,-42.008597,48.998721,33.504187,-5.752644,9.997355,12.586743
6244,0.741696,-0.072370,0.277365,-0.606398,0.728643,0.087858,0.386345,-0.558657,-2.214301,-3.920528,2.277417,0.057592,1.350967,-2.585045,-55.767054,41.256845,46.620187,-5.181576,2.150346,10.667275
6245,0.744986,-0.073892,0.273367,-0.603992,0.725976,0.089098,0.389184,-0.559962,-1.952235,-4.515951,3.012326,0.079891,1.234819,-2.291020,-29.740779,20.547836,34.255789,-7.646400,-3.874995,7.823669
6246,0.748730,-0.075295,0.268929,-0.601174,0.723632,0.090502,0.391730,-0.560994,-1.689272,-4.045612,3.176331,0.214540,0.929080,-1.762927,29.849322,-0.140433,0.441681,-18.654522,-8.549566,4.296716
6247,0.752819,-0.076619,0.264088,-0.598038,0.721595,0.092039,0.393993,-0.561782,-1.162487,-2.895807,3.353524,0.367918,0.602866,-1.173947,65.567381,-13.581896,-18.389398,-20.241133,-8.701484,3.566968
6248,0.757145,-0.077907,0.258878,-0.594680,0.719850,0.093680,0.395980,-0.562352,-0.344207,-1.818179,3.422830,0.460863,0.373786,-0.647603,58.369939,-32.692626,-11.241145,-15.359687,-5.426262,3.875361
6249,0.761600,-0.079200,0.253338,-0.591195,0.718379,0.095395,0.397700,-0.562731,0.086608,-1.057705,3.389300,0.514592,0.258172,-0.236153,36.363935,-13.719646,-2.671977,-9.335896,-3.355613,4.579564
6250,0.766082,-0.080541,0.247506,-0.587683,0.717165,0.097155,0.399160,-0.562945,-0.367623,-0.924881,3.101614,0.474641,0.129373,0.046982,-1.181455,26.116849,10.204855,-9.023911,1.702505,4.155133
6251,0.770489,-0.081972,0.241421,-0.584245,0.716191,0.098930,0.400367,-0.563019,-1.126130,-1.273184,2.779099,0.313167,-0.030674,0.231614,-29.719456,39.653007,16.433175,-9.846207,8.070010,3.644837
6252,0.774724,-0.083534,0.235124,-0.580984,0.715437,0.100689,0.401330,-0.562979,-1.574642,-1.679114,2.768493,0.142144,-0.167635,0.356510,-33.821600,29.870876,12.207820,-8.766774,9.208981,3.752751
6253,0.778689,-0.085272,0.228654,-0.578004,0.714888,0.102404,0.402055,-0.562851,-1.875638,-2.030287,2.785671,0.075851,-0.267172,0.456830,-29.534531,20.677821,7.761236,-6.700264,4.644157,3.910472
6254,0.782293,-0.087228,0.222056,-0.575413,0.714523,0.104043,0.402549,-0.562660,-2.372152,-2.325844,2.643133,0.098212,-0.347231,0.550049,-25.006273,26.498827,2.982809,-5.164054,0.492618,3.772555
6255,-0.785443,0.089446,-0.215370,0.573319,0.714325,0.105578,0.402821,-0.562431,-2.677148,-2.374147,2.507148,0.111399,-0.436760,0.621559,-10.334448,15.343966,-4.563441,-4.354582,0.628219,3.119051
6256,0.788213,-0.092027,0.208515,-0.571640,0.714348,0.107093,0.402863,-0.562085,-2.888227,-2.271645,2.409693,0.097865,-0.542853,0.674526,-2.519711,11.908169,-8.013382,-4.163686,1.610448,2.331444
6257,0.790747,-0.094990,0.201391,-0.570209,0.714647,0.108673,0.402664,-0.561543,-3.160547,-2.286612,2.390670,0.038982,-0.665388,0.710368,-10.636987,18.041377,-5.256974,-4.037658,3.445006,1.547095
6258,0.793061,-0.098250,0.194018,-0.568998,0.715204,0.110292,0.402224,-0.560834,-3.597016,-2.563705,2.255828,-0.060493,-0.768120,0.716500,-25.197610,24.628703,-0.547421,-2.519373,5.501313,1.126781
6259,0.795172,-0.101724,0.186414,-0.567982,0.716000,0.111923,0.401540,-0.559984,-3.944952,-2.888105,2.151470,-0.188942,-0.841511,0.691734,-28.847140,21.127329,0.530907,-0.733068,6.921509,1.029909
6260,0.797097,-0.105327,0.178599,-0.567137,0.717018,0.113539,0.400611,-0.559021,-3.870562,-3.107736,2.195251,-0.344924,-0.922852,0.641013,-24.259716,1.434740,0.947920,-0.471042,8.516293,0.548422
6261,0.798856,-0.108976,0.170592,-0.566438,0.718240,0.115113,0.399436,-0.557971,-3.781076,-3.372499,2.280150,-0.515917,-0.988140,0.571059,-27.982212,0.178508,1.152192,0.056636,9.292171,0.321960
6262,0.800467,-0.112587,0.162413,-0.565861,0.719647,0.116617,0.398014,-0.556861,-4.275744,-3.547269,1.792053,-0.693937,-1.040926,0.491869,-12.967607,19.385126,-12.351908,0.368849,9.645671,0.100121
6263,0.801952,-0.116076,0.154083,-0.565383,0.721221,0.118026,0.396342,-0.555719,-4.671964,-3.860394,1.525037,-0.836487,-1.103556,0.421557,-22.034790,19.378711,-11.286256,-0.339671,8.619080,-0.144188
6264,0.803333,-0.119359,0.145622,-0.564981,0.722944,0.119311,0.394420,-0.554572,-4.765711,-4.456798,1.632219,-0.968961,-1.180066,0.382759,-44.464712,10.373290,-2.415828,-1.298016,8.351050,-0.425052
6265,0.804633,-0.122355,0.137050,-0.564635,0.724799,0.120446,0.392246,-0.553446,-4.809652,-5.129289,1.822021,-1.075164,-1.304393,0.366920,-50.984220,8.267516,-2.388265,-3.523506,7.750074,-1.022749
6266,0.805877,-0.124979,0.128389,-0.564322,0.726766,0.121404,0.389819,-0.552370,-4.814785,-5.595327,1.947153,-1.176559,-1.441376,0.394935,-38.053474,3.645606,-8.440553,-4.628525,7.619491,-1.139008
6267,-0.807089,0.127148,-0.119660,0.564023,0.728829,0.122159,0.387138,-0.551371,-4.845325,-5.903464,1.947930,-1.250178,-1.596091,0.462439,-25.458940,2.388545,-13.778590,-4.770976,6.544522,0.054003
6268,0.808248,-0.128962,0.110635,-0.563794,0.731002,0.122758,0.384193,-0.550420,-4.975603,-6.124685,1.783024,-1.291513,-1.748351,0.570627,-17.667506,5.032124,-17.638252,-5.399715,5.823611,-0.102134
6269,0.809306,-0.130569,0.101146,-0.563689,0.733313,0.123263,0.380977,-0.549468,-4.898173,-6.241249,1.692488,-1.318283,-1.888657,0.684056,-12.760143,-4.462574,-16.717510,-5.757437,5.865400,-0.129831
6270,0.810251,-0.131968,0.091305,-0.563685,0.735760,0.123662,0.377496,-0.548509,-4.583202,-6.330301,1.759985,-1.371434,-1.975921,0.780306,-14.975944,-14.871005,-11.867536,-4.710499,6.965120,-0.215294
6271,0.811076,-0.133157,0.081225,-0.563761,0.738341,0.123946,0.373752,-0.547539,-4.364302,-6.497164,1.833160,-1.422842,-2.010093,0.847904,-20.095060,-9.473711,-11.859768,-3.377169,7.323155,-0.490693
6272,0.811776,-0.134137,0.071017,-0.563900,0.741056,0.124103,0.369749,-0.546553,-4.058288,-6.464735,1.808394,-1.465815,-2.117169,0.959487,-7.267655,-15.795019,-12.407703,-5.918596,7.061662,-2.089304
6273,0.812349,-0.134906,0.060796,-0.564086,0.743902,0.124125,0.365493,-0.545543,-3.807352,-6.378627,1.761451,-1.580963,-2.295215,1.028905,-4.119168,-12.664694,-13.710359,-8.080365,9.520514,-4.357628
6274,0.812798,-0.135466,0.050673,-0.564305,0.746878,0.124001,0.360985,-0.544506,-3.640367,-6.246603,1.680407,-1.818700,-2.510317,1.006343,-1.318639,-8.149826,-15.494456,-9.479551,13.619361,-6.455121
6275,0.813129,-0.135818,0.040765,-0.564547,0.749981,0.123719,0.356231,-0.543435,-3.298918,-6.023102,1.533961,-2.066297,-2.659957,0.991376,5.318758,-18.461735,-10.301332,-8.147068,13.676726,-6.909501
6276,0.813351,-0.135964,0.031183,-0.564802,0.753209,0.123271,0.351234,-0.542324,-2.814924,-5.715515,1.426164,-2.320479,-2.816899,0.989799,9.892616,-25.285832,-5.834344,-8.802191,13.469823,-7.380058
6277,0.813477,-0.135907,0.022042,-0.565065,0.756559,0.122645,0.345998,-0.541168,-2.285705,-5.474037,1.174100,-2.550470,-2.982164,1.003963,9.937749,-28.557990,-2.160903,-9.204668,12.231306,-7.550690
6278,0.813522,-0.135650,0.013455,-0.565331,0.760028,0.121831,0.340525,-0.539960,-1.937925,-5.258339,0.558803,-2.718546,-3.121043,1.023145,17.791469,-20.538405,-4.939598,-8.304048,10.346118,-6.987395
6279,0.813505,-0.135197,0.005536,-0.565597,0.763614,0.120820,0.334821,-0.538694,-1.596243,-4.994577,0.032202,-2.821778,-3.203262,1.050161,18.252165,-19.117103,-5.392402,-6.570434,9.003264,-4.423136
6280,0.813418,-0.134432,-0.001798,-0.565929,0.767388,0.119633,0.328843,-0.537276,-1.288049,-4.834054,0.009302,-2.869069,-3.223271,1.110642,2.372531,-12.160847,-4.331101,-4.953569,7.910675,-4.691175
6281,0.813250,-0.133278,-0.008722,-0.566380,0.771391,0.118296,0.322558,-0.535647,-0.984395,-4.697471,0.215159,-2.882396,-3.204488,1.185753,-3.842049,-10.120749,-3.170782,-4.071783,7.392283,-5.166881
6282,0.813012,-0.131800,-0.015263,-0.566929,0.775573,0.116800,0.315981,-0.533854,-0.724848,-4.642543,0.244658,-2.897379,-3.164241,1.270744,-4.580891,-9.797314,-3.284482,-3.725152,7.665659,-5.302042
6283,0.812715,-0.130061,-0.021445,-0.567555,0.779883,0.115138,0.309128,-0.531944,-0.553417,-4.660964,0.000821,-2.917956,-3.108790,1.338995,-1.804427,-6.938622,-4.693105,-3.481790,7.986384,-5.604467
6284,0.812370,-0.128127,-0.027295,-0.568237,0.784274,0.113303,0.302016,-0.529965,-0.402705,-4.587318,-0.030262,-2.936926,-3.040022,1.400271,-1.026348,-3.699594,-5.721068,-3.158835,8.016383,-5.699885
6285,0.811987,-0.126063,-0.032839,-0.568953,0.788697,0.111287,0.294662,-0.527965,-0.380336,-4.540338,-0.015363,-2.958419,-2.959307,1.461130,-2.729773,4.296976,-8.836507,-2.866475,7.890883,-5.974332
6286,0.811575,-0.123931,-0.038104,-0.569680,0.793105,0.109084,0.287083,-0.525993,-0.365211,-4.494621,0.147378,-2.971579,-2.869491,1.523670,-5.714019,5.710015,-9.446018,-2.767189,7.635401,-6.266771
6287,0.811144,-0.121797,-0.043115,-0.570397,0.797453,0.106687,0.279297,-0.524100,-0.436619,-4.353322,0.477455,-2.990519,-2.772519,1.575734,-4.689946,10.192302,-12.126648,-2.558675,7.509078,-6.647406
6288,0.810702,-0.119726,-0.047898,-0.571081,0.801695,0.104089,0.271324,-0.522335,-0.583936,-4.153361,0.771822,-3.020612,-2.696427,1.622862,-0.188955,13.538603,-13.707459,-3.090243,7.408356,-7.074344
6289,0.810261,-0.117781,-0.052480,-0.571709,0.805789,0.101285,0.263181,-0.520750,-0.865367,-4.040859,1.031896,-3.062156,-2.633215,1.662064,-3.584037,20.478064,-16.136536,-3.115796,7.395231,-7.669369
6290,0.809828,-0.116027,-0.056888,-0.572259,0.809693,0.098268,0.254889,-0.519397,-1.127730,-4.089484,1.259526,-3.134556,-2.597556,1.676365,-10.911207,19.330612,-15.203491,-3.475039,7.738786,-8.320609
6291,0.809412,-0.114528,-0.061147,-0.572709,0.813363,0.095032,0.246468,-0.518327,-1.166078,-4.184209,1.022729,-3.231313,-2.577869,1.666754,-3.161005,5.885736,-9.402788,-3.826301,7.709463,-9.022668
6292,0.809047,-0.113235,-0.065254,-0.573030,0.816875,0.091534,0.237891,-0.517441,-1.162174,-4.274330,0.482740,-3.364702,-2.583901,1.630770,4.388143,3.429686,-8.101813,-3.886623,7.810634,-9.592271
6293,0.808744,-0.112049,-0.069180,-0.573229,0.820314,0.087751,0.229121,-0.516612,-1.101247,-4.354490,0.145793,-3.524146,-2.601164,1.540920,0.065453,2.459280,-6.979570,-3.795287,7.267141,-10.208018
6294,0.808488,-0.110955,-0.072909,-0.573342,0.823658,0.083710,0.220159,-0.515859,-1.098689,-4.282985,0.035506,-3.707523,-2.636229,1.443238,2.151537,7.284785,-8.758279,-3.898904,6.989609,-10.508901
6295,0.808259,-0.109940,-0.076426,-0.573401,0.826885,0.079440,0.211004,-0.515197,-1.013030,-3.853644,-0.238905,-3.911529,-2.693528,1.319696,24.986147,2.629802,-7.187613,-4.371776,6.784459,-10.492227
6296,0.808041,-0.108990,-0.079716,-0.573442,0.829972,0.074968,0.201660,-0.514645,-0.687400,-3.139452,-0.370569,-4.135311,-2.788029,1.176627,36.760383,-10.265617,-0.437804,-5.395333,7.310740,-9.942792
6297,0.807815,-0.108093,-0.082766,-0.573498,0.832898,0.070324,0.192126,-0.514221,-0.297364,-2.464628,0.007350,-4.383980,-2.901057,1.010152,22.234796,-13.528470,2.198844,-6.279704,7.971103,-9.297641
6298,0.807565,-0.107232,-0.085558,-0.573603,0.835642,0.065535,0.182406,-0.513941,-0.286853,-1.773784,0.535079,-4.622163,-2.994851,0.808758,19.773819,6.810934,-7.593910,-5.263118,7.794580,-9.187945
6299,0.807270,-0.106397,-0.088080,-0.573791,0.838184,0.060630,0.172500,-0.513824,-0.315317,-1.229997,1.106174,-4.827996,-3.051025,0.563774,11.681479,10.219410,-8.539136,-4.173716,6.666238,-9.209979
6300,0.806915,-0.105572,-0.090316,-0.574096,0.840504,0.055638,0.162411,-0.513888,-0.372166,-1.012587,1.401580,-5.008320,-3.069746,0.258584,1.113535,12.113820,-8.695386,-3.096070,5.854680,-9.574918
6301,0.806479,-0.104743,-0.092250,-0.574552,0.842582,0.050587,0.152141,-0.514150,-0.453879,-0.963682,0.718843,-5.143805,-3.095888,-0.070317,16.323791,12.077477,-9.621848,-3.023160,4.866961,-9.397754
6302,0.805946,-0.103898,-0.093869,-0.575191,0.844399,0.045507,0.141693,-0.514629,-0.542750,-0.726470,-0.788182,-5.262703,-3.116806,-0.350748,46.721493,10.579380,-10.324648,-2.687854,5.273026,-9.550322
6303,0.805295,-0.103022,-0.095157,-0.576048,0.845937,0.040426,0.131069,-0.515342,-1.019864,-0.167311,-1.217038,-5.349754,-3.133648,-0.614202,36.281818,30.451114,-21.427232,-3.336654,4.095074,-9.319833
6304,0.804570,-0.102164,-0.095957,-0.577081,0.847175,0.035262,0.120114,-0.516357,-1.176428,0.114318,-0.417599,-5.445060,-3.155168,-0.863157,-8.668298,13.668302,-12.865180,-3.233216,4.395100,-9.380168
6305,0.803818,-0.101372,-0.096183,-0.578229,0.848106,0.029931,0.108727,-0.517686,-1.322074,0.314258,0.824318,-5.495018,-3.180414,-1.033344,-23.190485,13.358916,-12.438718,-3.136600,4.443750,-9.200746
6306,0.803030,-0.100626,-0.095932,-0.579495,0.848735,0.024462,0.096992,-0.519272,-1.260964,0.687672,2.053905,-5.540805,-3.191698,-1.111199,-14.361457,1.729164,-8.476683,-2.680319,5.689098,-9.218526
6307,0.802195,-0.099909,-0.095299,-0.580878,0.849070,0.018880,0.084993,-0.521056,-1.274006,0.747309,2.388723,-5.534558,-3.193695,-1.128093,-11.927232,1.122906,-8.760196,-2.373507,5.164772,-8.516759
6308,0.801301,-0.099203,-0.094381,-0.582381,0.849123,0.013216,0.072816,-0.522985,-0.994903,0.197844,1.471521,-5.524023,-3.178610,-1.097956,-16.426807,-20.616750,0.055399,-1.886450,5.772170,-7.927149
6309,0.800338,-0.098491,-0.093273,-0.584003,0.848910,0.007496,0.060547,-0.525005,-0.122247,-0.448091,-0.693003,-5.488059,-3.151061,-1.018400,7.847049,-56.921888,15.614113,-2.098659,6.475233,-6.933409
6310,0.799293,-0.097753,-0.092071,-0.585745,0.848451,0.001749,0.048272,-0.527065,0.739511,-0.697498,-2.633792,-5.459346,-3.129036,-0.871110,25.262766,-54.167973,14.267040,-2.832552,8.279145,-6.110828
6311,0.798157,-0.096972,-0.090869,-0.587609,0.847772,-0.003996,0.036078,-0.529118,1.450344,-0.807552,-3.529209,-5.459913,-3.171598,-0.756370,8.613233,-40.944268,9.395808,-4.730916,9.528260,-4.776659
6312,0.796918,-0.096130,-0.089766,-0.589596,0.846901,-0.009712,0.024051,-0.531118,1.841977,-0.779842,-3.562803,-5.437718,-3.123890,-0.646046,-3.119668,-17.959399,1.236526,-2.936960,8.597019,-4.364799
6313,0.795565,-0.095209,-0.088855,-0.591707,0.845872,-0.015369,0.012279,-0.533022,1.844159,-0.699983,-3.222894,-5.396604,-3.115405,-0.614532,-7.741511,6.618565,-7.383373,-3.747429,6.816258,-3.060508
6314,0.794088,-0.094191,-0.088233,-0.593942,0.844724,-0.020940,0.000848,-0.534791,1.841663,-0.624170,-2.513643,-5.376008,-3.054936,-0.654986,-15.809661,9.918589,-6.329433,-1.375104,5.356558,-3.428616
6315,0.792476,-0.093058,-0.087996,-0.596305,0.843498,-0.026397,-0.010155,-0.536387,1.690204,-0.783908,-1.888606,-5.344109,-2.943228,-0.698205,-27.438906,18.767432,-8.092095,1.301429,3.934859,-3.484877
6316,0.790554,-0.091768,-0.088064,-0.599038,0.842153,-0.032000,-0.021079,-0.537876,1.204571,-0.954773,-2.137844,-5.330340,-2.828922,-0.715094,-10.211830,34.464867,-15.476419,2.946727,2.979196,-3.278495
6317,0.788219,-0.090313,-0.088285,-0.602295,0.840614,-0.037945,-0.032238,-0.539342,1.125955,-1.583653,-3.340260,-5.323663,-2.733588,-0.751837,-15.206095,7.292633,-5.063814,4.140911,1.513844,-2.902232
6318,0.785566,-0.088727,-0.088637,-0.605935,0.838884,-0.044106,-0.043491,-0.540774,1.318178,-2.270393,-4.790028,-5.349629,-2.688307,-0.843129,-12.132843,-10.071797,1.449728,4.526984,1.079923,-2.099093
6319,0.782691,-0.087042,-0.089104,-0.609819,0.836974,-0.050355,-0.054700,-0.542168,1.048256,-2.436259,-5.677465,-5.394977,-2.689608,-0.938197,8.598491,17.565371,-9.351374,3.760401,2.048208,-1.206136
6320,0.779694,-0.085295,-0.089665,-0.613810,0.834902,-0.056567,-0.065726,-0.543525,0.479087,-2.275259,-5.771733,-5.373693,-2.817349,-1.113407,15.420031,36.248673,-15.786846,-0.113615,1.471180,1.630750
6321,0.776676,-0.083519,-0.090303,-0.617773,0.832693,-0.062616,-0.076429,-0.544848,-0.103615,-1.807765,-4.798843,-5.276320,-2.954365,-1.333316,17.299790,38.317057,-14.598463,-1.945745,1.512388,3.935182
6322,0.773743,-0.081750,-0.091000,-0.621577,0.830381,-0.068378,-0.086674,-0.546149,-0.710247,-1.289199,-2.503394,-5.155338,-2.896430,-1.516633,-1.914749,42.456459,-12.651441,2.552577,0.965613,3.440602
6323,0.771001,-0.080022,-0.091739,-0.625090,0.828006,-0.073728,-0.096324,-0.547441,-1.173391,-1.082215,0.012170,-4.928466,-2.603271,-1.575955,-24.105049,33.160193,-7.306601,7.907957,-2.992293,2.220295
6324,0.768561,-0.078370,-0.092501,-0.628184,0.825613,-0.078544,-0.105243,-0.548743,-1.457433,-0.937273,1.590745,-4.626955,-2.363098,-1.631058,-12.480577,18.002882,-2.412550,5.379841,-5.663595,1.814087
6325,0.766535,-0.076832,-0.093269,-0.630732,0.823251,-0.082702,-0.113296,-0.550074,-1.538955,-0.861878,2.255489,-4.270551,-2.213788,-1.758120,-2.409218,2.825244,2.734714,2.295261,-7.943090,1.559769
6326,0.765033,-0.075441,-0.094028,-0.632607,0.820975,-0.086082,-0.120352,-0.551458,-1.509964,-0.830661,2.416631,-3.864461,-2.111998,-1.819015,2.636991,-6.172461,4.417773,0.225912,-12.258324,2.586529
6327,-0.764170,0.074234,0.094758,0.633684,0.818837,-0.088561,-0.126276,-0.552918,-1.558891,-0.938589,2.085944,-3.333032,-2.094824,-1.667161,1.621725,-5.936651,5.249772,-3.134733,-18.524421,3.019024
6328,0.763983,-0.073260,-0.095524,-0.633907,0.816675,-0.090082,-0.131108,-0.554741,-1.589848,-0.982373,1.864456,-2.772470,-2.073879,-1.422346,5.392571,-11.100328,7.469225,-2.695589,-23.338421,4.328499
6329,0.764382,-0.072511,-0.096385,-0.633382,0.814354,-0.090744,-0.135020,-0.557103,-1.503274,-0.824801,2.186329,-2.221016,-2.024162,-1.196934,11.572645,-20.596153,11.100136,-0.198085,-27.254820,5.402641
6330,0.765276,-0.071939,-0.097317,-0.632224,0.811960,-0.090658,-0.138081,-0.559853,-1.297547,-0.276952,2.535659,-1.720144,-1.916249,-1.052563,38.850951,-31.676071,13.463480,4.159737,-29.222711,6.020336
6331,0.766576,-0.071495,-0.098297,-0.630545,0.809581,-0.089937,-0.140357,-0.562841,-1.237271,0.279755,2.689300,-1.267343,-1.780400,-0.937188,43.216149,-25.177820,12.586190,7.229369,-29.579388,7.002303
6332,0.768192,-0.071129,-0.099303,-0.628459,0.807301,-0.088692,-0.141915,-0.565915,-1.322966,0.490552,2.565920,-0.786375,-1.635258,-0.961356,24.951612,-17.771522,12.512074,9.227975,-28.875062,7.485166
6333,0.770034,-0.070792,-0.100312,-0.626078,0.805204,-0.087034,-0.142824,-0.568923,-1.165131,0.232972,2.245048,-0.291057,-1.487342,-1.139335,-1.333148,-34.438887,18.741259,11.113845,-26.121997,7.381594
6334,0.772013,-0.070435,-0.101299,-0.623516,0.803377,-0.085074,-0.143149,-0.571713,-0.533734,-0.185371,1.514462,0.224085,-1.297676,-1.224636,-3.983349,-66.180907,26.024149,12.117996,-22.092309,6.033479
6335,0.774042,-0.070011,-0.102244,-0.620890,0.801906,-0.082926,-0.142960,-0.574136,0.085888,-0.597132,0.408276,0.784552,-1.004564,-1.191886,2.932933,-64.847390,24.576481,13.735828,-18.546916,3.902174
6336,0.776034,-0.069469,-0.103122,-0.618314,0.800879,-0.080701,-0.142324,-0.576042,0.395181,-0.834142,-0.434864,1.334460,-0.680095,-1.083251,9.348610,-40.465799,17.445415,13.275663,-15.085509,2.122305
6337,0.777904,-0.068761,-0.103913,-0.615906,0.800383,-0.078511,-0.141310,-0.577282,0.661000,-0.974167,-0.825380,1.821922,-0.371477,-0.896009,7.452897,-32.721183,15.126187,11.657632,-11.867566,0.005033
6338,0.779569,-0.067838,-0.104593,-0.613784,0.800508,-0.076468,-0.139985,-0.577706,1.068880,-0.985631,-0.872467,2.231046,-0.050123,-0.593949,8.299679,-38.066538,15.816355,9.779336,-8.961780,-2.585708
6339,0.780946,-0.066653,-0.105140,-0.612068,0.801339,-0.074684,-0.138418,-0.577164,1.392771,-0.995220,-0.749178,2.534290,0.251958,-0.302728,3.215409,-30.119660,11.870399,7.162759,-5.446646,-5.015093
6340,0.781949,-0.065041,-0.105503,-0.610896,0.803052,-0.073053,-0.136406,-0.575469,1.605538,-1.080498,-0.632370,2.718112,0.482122,0.063613,-4.154349,-20.618696,8.024046,3.200944,-0.781242,-5.659659
6341,0.782616,-0.062951,-0.105670,-0.610231,0.805653,-0.071384,-0.133747,-0.572660,1.726999,-1.245602,-0.571386,2.829993,0.673676,0.501055,-10.635183,-13.004265,4.798022,-0.482849,2.932327,-4.966814
6342,0.783049,-0.060502,-0.105687,-0.609922,0.808977,-0.069662,-0.130503,-0.568923,1.754616,-1.403898,-0.500390,2.853026,0.867700,0.880463,-11.926545,-5.392045,1.199222,-2.143079,6.451717,-4.987982
6343,0.783346,-0.057816,-0.105595,-0.609816,0.812856,-0.067873,-0.126739,-0.564443,1.797664,-1.507334,-0.380857,2.747658,1.057509,1.231296,-10.100797,-5.263108,-0.732578,-2.841716,10.795834,-4.795792
6344,0.783610,-0.055013,-0.105437,-0.609764,0.817125,-0.066003,-0.122521,-0.559410,1.841737,-1.421814,-0.206415,2.538597,1.084596,1.722027,0.993331,-4.414774,-2.261890,-7.617743,14.301602,-1.702663
6345,0.783942,-0.052214,-0.105257,-0.609615,0.821623,-0.064037,-0.117913,-0.554013,1.784023,-1.136811,0.126805,2.201399,0.960784,2.449287,12.213536,3.129684,-4.032213,-11.975159,17.637236,2.057315
6346,0.784444,-0.049539,-0.105099,-0.609219,0.826196,-0.061964,-0.112983,-0.548448,1.631547,-0.746475,0.746381,1.759468,0.871118,3.193075,15.554757,10.398046,-5.130472,-11.373114,19.825054,4.341844
6347,0.785220,-0.047110,-0.105004,-0.608428,0.830693,-0.059769,-0.107798,-0.542915,1.430763,-0.347777,1.529723,1.248586,0.907633,3.797836,13.690422,14.231828,-5.023450,-7.171817,19.752071,5.923987
6348,0.786372,-0.045046,-0.105017,-0.607092,0.834972,-0.057441,-0.102427,-0.537615,1.181415,-0.010427,2.324642,0.845954,1.175509,4.323716,8.656170,17.639248,-5.275323,-1.453626,17.349275,7.474170
6349,0.788003,-0.043470,-0.105180,-0.605061,0.838898,-0.054968,-0.096939,-0.532759,0.920009,0.257783,2.963051,0.779972,1.581325,4.712328,4.804581,18.127780,-4.618683,4.449089,10.335490,9.635675
6350,0.790210,-0.042500,-0.105537,-0.602182,0.842339,-0.052338,-0.091406,-0.528555,0.521304,0.541338,3.398099,1.169172,2.078239,4.855456,6.922629,27.065502,-5.079245,8.807329,-1.311174,10.009627
