frame_index,LeftUpperLeg_orientation_w,LeftUpperLeg_orientation_x,LeftUpperLeg_orientation_y,LeftUpperLeg_orientation_z,LeftLowerLeg_orientation_w,LeftLowerLeg_orientation_x,LeftLowerLeg_orientation_y,LeftLowerLeg_orientation_z,LeftUpperLeg_angularVelocity_x,LeftUpperLeg_angularVelocity_y,LeftUpperLeg_angularVelocity_z,LeftLowerLeg_angularVelocity_x,LeftLowerLeg_angularVelocity_y,LeftLowerLeg_angularVelocity_z,LeftUpperLeg_acceleration_x,LeftUpperLeg_acceleration_y,LeftUpperLeg_acceleration_z,LeftLowerLeg_acceleration_x,LeftLowerLeg_acceleration_y,LeftLowerLeg_acceleration_z
7549,0.977939,-0.102403,-0.146149,-0.108577,0.991385,-0.078904,0.048073,-0.092834,-0.569619,1.466895,1.237263,0.239292,1.669322,-0.202616,-10.191071,4.789186,-0.815132,-10.559943,-0.440526,-0.984259
7550,0.978578,-0.103054,-0.143115,-0.106220,0.991264,-0.078587,0.051556,-0.092530,-0.454382,1.300210,0.893312,0.207212,1.620554,-0.388775,-6.955456,2.823947,0.245430,-9.145711,-0.244960,-1.299219
7551,0.979102,-0.103543,-0.140385,-0.104549,0.991092,-0.078328,0.055105,-0.092544,-0.300968,1.171677,0.582883,0.184251,1.583016,-0.612597,-5.514893,-0.541783,1.047959,-7.764091,1.058845,-1.522660
7552,0.979526,-0.103890,-0.137878,-0.103564,0.990865,-0.078125,0.058627,-0.092987,-0.203571,1.131179,0.351519,0.156026,1.516458,-0.867281,-1.431214,0.200964,2.341885,-7.070282,2.271118,-1.754790
7553,0.979884,-0.104138,-0.135449,-0.103130,0.990589,-0.077962,0.061999,-0.093871,-0.136158,1.069502,0.149300,0.141687,1.463518,-1.088200,-3.467780,0.648956,1.661701,-5.738113,3.077566,-1.444592
7554,0.980187,-0.104294,-0.133090,-0.103165,0.990274,-0.077832,0.065235,-0.095105,-0.089917,1.026574,0.032051,0.129364,1.420173,-1.269216,-3.291145,0.254990,1.710478,-4.484542,3.771231,-0.999664
7555,0.980443,-0.104365,-0.130797,-0.103592,0.989927,-0.077730,0.068350,-0.096594,0.019458,0.973056,-0.088347,0.130242,1.394389,-1.382048,-4.018951,-2.641748,1.575562,-3.133284,4.003496,-0.530268
7556,0.980661,-0.104359,-0.128560,-0.104328,0.989558,-0.077649,0.071358,-0.098248,0.169649,0.907923,-0.230108,0.157454,1.349515,-1.374464,-4.875816,-3.815201,1.395977,-3.309447,3.233646,0.297361
7557,0.980850,-0.104284,-0.126375,-0.105296,0.989176,-0.077583,0.074272,-0.099973,0.315013,0.830478,-0.363153,0.162969,1.318531,-1.281943,-5.832344,-3.636491,0.904147,-2.902383,3.480420,1.035782
7558,0.981018,-0.104146,-0.124234,-0.106414,0.988790,-0.077526,0.077108,-0.101677,0.438082,0.737907,-0.386385,0.147538,1.289384,-1.070496,-7.890446,-4.357922,0.850577,-3.185612,3.514774,1.643904
7559,0.981173,-0.103954,-0.122129,-0.107602,0.988409,-0.077472,0.079879,-0.103268,0.517241,0.694780,-0.416574,0.122750,1.282556,-0.796855,-4.917486,-2.257104,1.637714,-2.963060,3.466987,2.211862
7560,0.981324,-0.103714,-0.120055,-0.108782,0.988044,-0.077415,0.082600,-0.104653,0.539822,0.675256,-0.499729,0.087654,1.322074,-0.510327,-3.291707,1.516284,1.775960,-1.809999,3.685643,2.441942
7561,0.981481,-0.103434,-0.118005,-0.109873,0.987706,-0.077349,0.085285,-0.105740,0.564398,0.682929,-0.549417,0.067318,1.399393,-0.238820,-2.177364,0.302444,2.403498,-0.901266,3.068573,2.585953
7562,0.981652,-0.103122,-0.115971,-0.110794,0.987404,-0.077267,0.087949,-0.106436,0.498279,0.690242,-0.501011,0.092168,1.496396,-0.005061,-2.344440,3.906433,1.397731,-0.506960,1.708320,2.767708
7563,0.981848,-0.102785,-0.113947,-0.111467,0.987148,-0.077164,0.090606,-0.106650,0.539436,0.640162,-0.483618,0.087722,1.563265,0.205919,-5.095369,-1.334602,0.871420,-1.299847,1.983624,2.231403
7564,0.982047,-0.102383,-0.111967,-0.112094,0.986938,-0.077055,0.093235,-0.106410,0.601398,0.592124,-0.559146,0.102323,1.627853,0.376489,-4.739481,-0.878461,0.713272,-1.404734,1.262259,2.162917
7565,0.982223,-0.101884,-0.110059,-0.112892,0.986761,-0.076957,0.095808,-0.105835,0.604482,0.581524,-0.562647,0.115221,1.671140,0.502697,-3.320353,1.212967,0.634666,-1.783709,0.992499,1.836997
7566,0.982384,-0.101305,-0.108211,-0.113800,0.986613,-0.076866,0.098327,-0.104969,0.591426,0.611441,-0.502088,0.120638,1.679166,0.569862,-1.578842,0.977914,0.949945,-2.368435,1.083060,1.499172
7567,0.982535,-0.100662,-0.106406,-0.114759,0.986489,-0.076776,0.100794,-0.103855,0.602015,0.638887,-0.481728,0.127568,1.653980,0.583512,-1.697494,0.124125,0.595092,-2.832235,1.033103,1.159546
7568,0.982685,-0.099971,-0.104632,-0.115708,0.986384,-0.076683,0.103212,-0.102535,0.601323,0.675311,-0.439586,0.131863,1.596400,0.551042,-1.484674,0.255445,0.295454,-3.274813,1.167635,0.831549
7569,0.982839,-0.099250,-0.102875,-0.116589,0.986294,-0.076582,0.105581,-0.101053,0.531632,0.723276,-0.417960,0.136774,1.515473,0.479783,-1.156331,4.596607,-0.146890,-3.466535,1.352641,0.457850
7570,0.983006,-0.098515,-0.101120,-0.117342,0.986214,-0.076470,0.107903,-0.099451,0.465161,0.783308,-0.367458,0.140858,1.431887,0.394909,-1.070280,3.710493,-0.003758,-3.291579,1.520536,0.131404
7571,0.983192,-0.097783,-0.099354,-0.117906,0.986140,-0.076341,0.110182,-0.097773,0.409479,0.862184,-0.260574,0.144424,1.351527,0.317702,-0.533741,2.022547,0.201100,-3.140518,1.490049,-0.321479
7572,0.983404,-0.097071,-0.097562,-0.118222,0.986067,-0.076191,0.112419,-0.096062,0.367255,0.934168,-0.096355,0.150797,1.282826,0.261917,-1.546161,0.142902,-0.146158,-2.712613,1.457238,-0.510492
7573,0.983649,-0.096395,-0.095731,-0.118230,0.985992,-0.076015,0.114616,-0.094361,0.314062,1.031672,0.134171,0.162394,1.225113,0.234260,-0.342485,-0.299075,0.145619,-2.332098,1.212362,-0.704749
7574,0.983934,-0.095773,-0.093846,-0.117870,0.985911,-0.075810,0.116775,-0.092713,0.255051,1.106353,0.317352,0.175200,1.183698,0.238170,-1.318204,1.058104,-0.369132,-1.904309,0.869234,-0.739510
7575,0.984266,-0.095221,-0.091894,-0.117083,0.985820,-0.075570,0.118899,-0.091161,0.222054,1.153808,0.443915,0.185997,1.160593,0.267012,-2.652367,0.378602,-0.774603,-1.260110,0.619138,-0.503838
7576,0.984651,-0.094732,-0.089848,-0.115827,0.985730,-0.075290,0.120957,-0.089650,0.205917,1.202118,0.608112,0.195685,1.144826,0.332090,-2.557951,-1.007876,-0.610616,-1.152060,0.306193,-0.269359
7577,0.985084,-0.094286,-0.087704,-0.114140,0.985650,-0.074971,0.122929,-0.088097,0.201302,1.238496,0.763178,0.209498,1.146047,0.409092,-2.852300,-1.453644,-0.584859,-0.705584,0.046064,-0.034673
7578,0.985554,-0.093873,-0.085488,-0.112083,0.985579,-0.074620,0.124830,-0.086504,0.182952,1.271947,0.927302,0.225919,1.156180,0.488411,-2.598094,-0.761589,-0.629372,-0.402452,-0.222649,0.251651
7579,0.986051,-0.093487,-0.083221,-0.109717,0.985514,-0.074242,0.126674,-0.084875,0.136781,1.291575,1.065501,0.237131,1.173830,0.560052,-2.946725,1.254188,-0.931663,-0.099803,-0.351791,0.367808
7580,0.986564,-0.093120,-0.080928,-0.107101,0.985453,-0.073843,0.128475,-0.083213,0.099991,1.325233,1.216041,0.239414,1.194971,0.616261,-1.593054,0.583345,-0.616884,0.311143,-0.236189,0.166296
7581,0.987084,-0.092764,-0.078633,-0.104296,0.985392,-0.073429,0.130250,-0.081521,0.103545,1.318021,1.315009,0.240509,1.216767,0.658949,-3.344575,-0.843047,-1.003431,0.486975,-0.406911,0.040391
7582,0.987600,-0.092412,-0.076359,-0.101364,0.985329,-0.073006,0.132013,-0.079803,0.119122,1.298273,1.376312,0.229101,1.232657,0.692958,-3.359444,-0.882047,-1.186649,0.361967,-0.366264,-0.162674
7583,0.988107,-0.092056,-0.074130,-0.098364,0.985262,-0.072580,0.133778,-0.078062,0.116309,1.251024,1.378640,0.223124,1.244790,0.721042,-4.408360,0.950117,-1.517573,0.194688,-0.553865,-0.298355
7584,0.988595,-0.091689,-0.071969,-0.095358,0.985188,-0.072156,0.135560,-0.076300,0.081722,1.202014,1.389266,0.222170,1.258221,0.744885,-4.021532,2.351426,-1.522966,0.214028,-0.716498,-0.312032
7585,0.989059,-0.091305,-0.069901,-0.092406,0.985103,-0.071742,0.137375,-0.074521,0.034534,1.159039,1.403863,0.217196,1.269412,0.750836,-3.381720,2.877249,-1.359324,0.286659,-0.509430,-0.498374
7586,0.989494,-0.090894,-0.067949,-0.089570,0.985005,-0.071341,0.139236,-0.072729,0.004053,1.113976,1.432284,0.214673,1.290270,0.754023,-3.048627,1.791705,-1.360038,0.723567,-0.448993,-0.689896
7587,0.989894,-0.090452,-0.066138,-0.086910,0.984890,-0.070962,0.141159,-0.070925,-0.028492,1.066129,1.445436,0.204317,1.304399,0.749526,-2.794224,2.259367,-1.548265,0.792452,-0.111678,-0.908032
7588,0.990273,-0.089979,-0.064466,-0.084306,0.984763,-0.070590,0.143130,-0.069084,-0.032667,1.009174,1.432939,0.197236,1.320203,0.743434,-2.992242,0.816877,-1.581882,0.882632,-0.035787,-0.933513
7589,0.990643,-0.089486,-0.062907,-0.081613,0.984630,-0.070212,0.145121,-0.067185,-0.025201,0.954295,1.403424,0.193909,1.330841,0.744232,-2.617678,0.160826,-1.697728,0.731069,-0.109045,-1.105422
7590,0.991004,-0.088975,-0.061447,-0.078860,0.984489,-0.069832,0.147134,-0.065240,0.005386,0.903085,1.370770,0.190382,1.338057,0.749126,-2.204483,-1.275838,-1.664276,0.786580,0.045163,-1.211551
7591,0.991353,-0.088450,-0.060070,-0.076073,0.984340,-0.069451,0.149164,-0.063262,0.038608,0.870548,1.346510,0.197494,1.341597,0.764861,-0.869304,-1.670758,-1.638707,0.744980,-0.139699,-1.343352
7592,0.991689,-0.087915,-0.058763,-0.073281,0.984180,-0.069072,0.151211,-0.061264,0.054439,0.845980,1.337622,0.198789,1.334858,0.781493,-0.373922,-0.952938,-1.705913,0.656222,0.140871,-1.545425
7593,0.992012,-0.087373,-0.057510,-0.070510,0.984010,-0.068700,0.153274,-0.059259,0.089961,0.819402,1.325479,0.202396,1.327349,0.792825,-0.306527,-2.199084,-1.841070,0.925662,-0.014026,-1.666418
7594,0.992319,-0.086827,-0.056297,-0.067789,0.983828,-0.068335,0.155350,-0.057258,0.107154,0.787979,1.294079,0.206352,1.322667,0.795982,-0.371907,-0.678359,-2.086733,1.106702,-0.004942,-1.724121
7595,0.992610,-0.086281,-0.055109,-0.065145,0.983634,-0.067982,0.157439,-0.055275,0.140093,0.756767,1.226069,0.213958,1.323910,0.797407,-0.123615,-1.107856,-2.265510,1.285858,-0.017643,-1.719980
7596,0.992885,-0.085740,-0.053933,-0.062605,0.983427,-0.067643,0.159538,-0.053322,0.174981,0.715515,1.131229,0.223000,1.325307,0.782655,-0.798552,-0.853655,-2.476274,1.439901,-0.131727,-1.807663
7597,0.993143,-0.085205,-0.052752,-0.060197,0.983207,-0.067321,0.161646,-0.051412,0.197307,0.698496,1.063891,0.226026,1.323716,0.761756,0.672037,-0.434392,-2.292831,1.437394,-0.030499,-1.835416
7598,0.993385,-0.084681,-0.051554,-0.057949,0.982972,-0.067019,0.163761,-0.049558,0.209494,0.681071,1.014450,0.228286,1.322213,0.732804,0.742808,-0.005014,-2.377915,1.310364,-0.041652,-1.782038
7599,0.993609,-0.084172,-0.050323,-0.055888,0.982724,-0.066740,0.165882,-0.047772,0.229729,0.684442,1.000756,0.234670,1.315399,0.714022,1.873287,-0.579470,-2.173865,0.884096,-0.315779,-1.591261
7600,0.993818,-0.083665,-0.049087,-0.053995,0.982465,-0.066475,0.168012,-0.046001,0.251735,0.681800,0.950272,0.246092,1.314416,0.711063,1.468049,-0.387964,-2.124974,0.671841,-0.359296,-1.473382
7601,0.994015,-0.083149,-0.047882,-0.052226,0.982196,-0.066217,0.170153,-0.044198,0.252683,0.683851,0.917906,0.251933,1.314703,0.702193,1.672867,0.258926,-1.814803,0.400118,-0.450300,-1.522820
7602,0.994200,-0.082629,-0.046701,-0.050575,0.981918,-0.065967,0.172305,-0.042383,0.267916,0.697674,0.881314,0.247775,1.319581,0.687446,2.354938,-0.803160,-1.587994,0.260913,-0.163739,-1.561834
7603,0.994374,-0.082108,-0.045537,-0.049035,0.981628,-0.065730,0.174468,-0.040578,0.278468,0.697460,0.811311,0.243711,1.316196,0.675553,1.569387,-0.162290,-1.537500,-0.218214,-0.319118,-1.524555
7604,0.994539,-0.081591,-0.044385,-0.047601,0.981326,-0.065506,0.176641,-0.038803,0.319951,0.692994,0.738509,0.234909,1.312234,0.665309,1.266185,-1.968446,-1.599772,-0.436469,-0.373689,-1.696662
7605,0.994694,-0.081083,-0.043238,-0.046265,0.981011,-0.065299,0.178825,-0.037079,0.360425,0.689357,0.666621,0.220929,1.309952,0.651511,1.307548,-2.007602,-1.487044,-0.599192,-0.338028,-1.777425
7606,0.994840,-0.080588,-0.042089,-0.045021,0.980682,-0.065112,0.181019,-0.035428,0.379638,0.694233,0.590559,0.216251,1.304954,0.625089,1.842034,-0.853579,-1.422163,-0.810861,-0.913416,-1.805846
7607,0.994979,-0.080111,-0.040932,-0.043862,0.980339,-0.064947,0.183222,-0.033870,0.370677,0.687437,0.491399,0.212514,1.289035,0.579582,1.034332,0.759727,-1.437553,-1.071795,-1.187190,-1.601043
7608,0.995110,-0.079656,-0.039761,-0.042781,0.979981,-0.064807,0.185435,-0.032427,0.348063,0.696946,0.412727,0.208729,1.264281,0.534898,1.835376,1.141076,-1.344951,-1.599937,-1.394763,-1.603286
7609,0.995234,-0.079226,-0.038570,-0.041773,0.979607,-0.064696,0.187658,-0.031119,0.332205,0.708786,0.358982,0.189337,1.250216,0.474828,1.831573,0.371694,-1.420749,-1.444614,-1.241000,-1.721186
7610,0.995351,-0.078828,-0.037352,-0.040829,0.979218,-0.064614,0.189890,-0.029968,0.308311,0.716144,0.325089,0.173035,1.246321,0.410130,1.453139,0.882740,-1.577722,-1.210105,-1.366746,-1.703433
7611,0.995462,-0.078464,-0.036100,-0.039945,0.978814,-0.064566,0.192131,-0.028993,0.287421,0.722899,0.269668,0.157027,1.239861,0.355448,1.385888,0.912451,-1.823560,-1.308889,-1.442434,-1.557968
7612,0.995564,-0.078132,-0.034850,-0.039156,0.978393,-0.064563,0.194374,-0.028236,0.272102,0.724054,0.232239,0.131974,1.240214,0.280356,1.065996,0.348269,-1.885818,-0.911121,-1.497157,-1.671805
7613,0.995656,-0.077824,-0.033631,-0.038495,0.977957,-0.064610,0.196617,-0.027698,0.250347,0.733009,0.215507,0.089762,1.243962,0.188265,1.667732,0.589391,-1.900837,-0.516684,-1.158709,-1.712854
7614,0.995739,-0.077539,-0.032427,-0.037945,0.977507,-0.064697,0.198861,-0.027344,0.222910,0.745975,0.199893,0.042320,1.251370,0.098034,2.041310,1.027676,-1.985458,-0.164999,-0.922068,-1.721781
7615,0.995815,-0.077277,-0.031224,-0.037490,0.977045,-0.064818,0.201112,-0.027140,0.197586,0.755269,0.172098,-0.012912,1.258555,0.000076,1.978043,1.197115,-2.226563,0.205528,-0.586399,-1.697199
7616,0.995885,-0.077036,-0.030007,-0.037113,0.976569,-0.064965,0.203372,-0.027051,0.189319,0.763819,0.112458,-0.057989,1.267264,-0.091484,1.942339,0.745904,-2.353972,0.502866,-0.784901,-1.577573
7617,0.995951,-0.076817,-0.028761,-0.036798,0.976082,-0.065128,0.205647,-0.027041,0.194474,0.780155,0.052012,-0.100545,1.272332,-0.160335,2.494292,0.245125,-2.417974,0.491683,-0.684706,-1.593490
7618,0.996012,-0.076619,-0.027471,-0.036530,0.975584,-0.065301,0.207939,-0.027075,0.193881,0.806722,0.038906,-0.125977,1.277151,-0.186345,3.185939,0.270495,-2.409565,0.206990,-0.654633,-1.412355
7619,0.996071,-0.076441,-0.026122,-0.036292,0.975075,-0.065474,0.210252,-0.027119,0.179565,0.844213,0.068547,-0.130104,1.290134,-0.179421,3.878451,0.821683,-2.155132,0.214204,-0.767759,-1.327239
7620,0.996128,-0.076282,-0.024700,-0.036068,0.974556,-0.065641,0.212591,-0.027138,0.157804,0.860082,0.056938,-0.121503,1.309288,-0.150965,2.305305,1.106629,-2.082216,0.141376,-0.845458,-1.378875
7621,0.996183,-0.076141,-0.023190,-0.035842,0.974028,-0.065792,0.214958,-0.027097,0.123105,0.877057,0.058157,-0.109870,1.333386,-0.098954,2.571941,1.431473,-1.883621,0.077687,-0.668701,-1.619698
7622,0.996237,-0.076018,-0.021576,-0.035597,0.973490,-0.065920,0.217358,-0.026961,0.092125,0.882359,0.022420,-0.093795,1.357778,-0.032193,1.822610,1.295826,-1.733724,-0.175671,-0.516636,-1.731972
7623,0.996291,-0.075912,-0.019845,-0.035317,0.972944,-0.066016,0.219793,-0.026694,0.080017,0.900553,0.010402,-0.070629,1.372046,0.033791,2.834459,0.234043,-1.620158,-0.550908,-0.479922,-1.845847
7624,0.996340,-0.075849,-0.017970,-0.035071,0.972394,-0.066090,0.222241,-0.026301,0.098523,0.916854,-0.022782,-0.033924,1.373546,0.099595,2.799929,-1.183528,-1.595989,-0.917964,-0.873236,-1.819575
7625,0.996380,-0.075844,-0.015952,-0.034920,0.971841,-0.066156,0.224680,-0.025822,0.138373,0.939765,-0.073314,0.004167,1.370233,0.162094,3.201557,-2.184867,-1.681961,-1.143849,-0.912949,-1.798109
7626,0.996412,-0.075886,-0.013815,-0.034836,0.971284,-0.066215,0.227122,-0.025278,0.179945,0.949686,-0.142296,0.042127,1.364621,0.208256,2.084679,-2.275885,-1.902357,-1.123095,-0.962692,-1.783742
7627,0.996436,-0.075959,-0.011581,-0.034793,0.970718,-0.066266,0.229578,-0.024688,0.191411,0.973859,-0.164833,0.085375,1.352671,0.230219,2.759206,-1.017254,-1.864778,-1.084465,-1.252851,-1.628654
7628,0.996455,-0.076051,-0.009273,-0.034764,0.970141,-0.066309,0.232058,-0.024073,0.171158,1.011770,-0.143616,0.111360,1.342442,0.220487,3.383952,0.379681,-1.786156,-0.773993,-0.868159,-1.524466
7629,0.996468,-0.076149,-0.006915,-0.034722,0.969548,-0.066346,0.234573,-0.023452,0.163059,1.058792,-0.104715,0.130025,1.330267,0.196143,3.903190,-0.471188,-1.761149,-0.480571,-0.942054,-1.371374
7630,0.996477,-0.076239,-0.004530,-0.034639,0.968937,-0.066376,0.237135,-0.022847,0.159757,1.117676,-0.033921,0.127745,1.325434,0.153402,4.606938,-0.641895,-1.920988,0.014743,-0.591580,-1.383370
7631,0.996485,-0.076309,-0.002141,-0.034489,0.968304,-0.066399,0.239754,-0.022277,0.120673,1.164171,0.016225,0.116081,1.336070,0.103200,3.936792,1.714815,-1.973708,0.677205,-0.462231,-1.285368
7632,0.996493,-0.076343,0.000229,-0.034245,0.967645,-0.066416,0.242442,-0.021761,0.123216,1.201043,0.057082,0.103091,1.343233,0.053282,3.253947,-0.711066,-2.090686,0.922501,-0.413945,-1.220140
7633,0.996504,-0.076330,0.002557,-0.033879,0.966957,-0.066428,0.245208,-0.021322,0.127141,1.251034,0.147483,0.086714,1.360459,0.006651,4.126640,-1.098971,-1.984626,1.667796,-0.260406,-1.218812
7634,0.996518,-0.076256,0.004819,-0.033365,0.966236,-0.066433,0.248063,-0.020977,0.138254,1.300264,0.268858,0.054381,1.399141,-0.054367,4.395829,-1.579097,-2.018823,2.791052,0.104610,-1.411266
7635,0.996540,-0.076108,0.006993,-0.032675,0.965477,-0.066433,0.251019,-0.020749,0.157087,1.335319,0.362871,0.024137,1.440929,-0.112395,3.778178,-1.728736,-1.830591,3.387298,0.315420,-1.238981
7636,0.996565,-0.075903,0.009140,-0.031825,0.964701,-0.066428,0.253990,-0.020688,0.151020,1.359513,0.418955,-0.009788,1.486076,-0.162642,3.463369,0.010424,-1.704631,3.754171,0.373908,-1.457420
7637,0.996591,-0.075668,0.011322,-0.030852,0.963926,-0.066419,0.256909,-0.020809,0.134330,1.379092,0.502294,-0.035865,1.549559,-0.203722,3.787583,0.614989,-1.774773,4.705290,0.559589,-1.264594
7638,0.996617,-0.075402,0.013523,-0.029765,0.963142,-0.066406,0.259815,-0.021067,0.119662,1.376583,0.542823,-0.052577,1.612984,-0.210477,2.941490,0.860454,-1.874831,5.019104,0.688983,-1.206303
7639,0.996642,-0.075102,0.015724,-0.028575,0.962339,-0.066386,0.262749,-0.021423,0.106670,1.369046,0.562523,-0.066316,1.678942,-0.243597,3.106874,1.053262,-2.042286,5.893722,0.686147,-1.622278
7640,0.996667,-0.074768,0.017905,-0.027290,0.961507,-0.066360,0.265750,-0.021834,0.129062,1.341120,0.580930,-0.077519,1.745652,-0.249566,2.296274,-0.776545,-2.388933,6.463377,1.089892,-1.839960
7641,0.996690,-0.074398,0.020048,-0.025921,0.960636,-0.066327,0.268857,-0.022258,0.170509,1.305009,0.611961,-0.082828,1.805344,-0.241549,2.343091,-1.805672,-2.591580,6.657621,1.116499,-2.178527
7642,0.996713,-0.073990,0.022134,-0.024476,0.959713,-0.066286,0.272110,-0.022654,0.213182,1.270763,0.639232,-0.071463,1.870303,-0.247664,2.946337,-2.066360,-2.746330,7.322558,0.932720,-2.234067
7643,0.996735,-0.073545,0.024146,-0.022965,0.958727,-0.066235,0.275548,-0.022979,0.238258,1.216550,0.637768,-0.053246,1.925758,-0.222080,2.156517,-1.371053,-2.946702,7.186094,1.140586,-2.408049
7644,0.996757,-0.073059,0.026064,-0.021398,0.957667,-0.066175,0.279209,-0.023193,0.255720,1.146556,0.592241,-0.019776,1.980228,-0.197030,1.448436,-0.838579,-3.223373,7.635736,0.806358,-2.668024
7645,0.996780,-0.072533,0.027870,-0.019783,0.956518,-0.066103,0.283132,-0.023253,0.278179,1.068377,0.550959,0.005254,2.034482,-0.167233,0.860066,-0.910068,-3.489123,8.026154,1.164566,-3.089940
7646,0.996805,-0.071964,0.029545,-0.018131,0.955266,-0.066019,0.287356,-0.023117,0.313349,1.023779,0.599775,0.028468,2.104012,-0.147383,3.132003,-1.753193,-3.603754,8.811058,1.087408,-3.245144
7647,0.996831,-0.071352,0.031071,-0.016451,0.953898,-0.065922,0.291918,-0.022744,0.356347,0.991066,0.651557,0.057625,2.145719,-0.087365,3.978595,-2.536298,-3.587469,8.220759,1.371255,-2.878241
7648,0.996856,-0.070732,0.032527,-0.014739,0.952405,-0.065835,0.296810,-0.022217,0.398895,0.957590,0.692097,0.097487,2.212261,-0.028818,4.077571,-2.811642,-3.585091,8.837347,1.134397,-3.091070
7649,0.996874,-0.070132,0.033985,-0.012981,0.950796,-0.065775,0.301982,-0.021634,0.450525,0.924229,0.726344,0.131080,2.292002,0.038697,4.101425,-3.407855,-3.674183,9.166630,1.659912,-3.479005
7650,0.996888,-0.069530,0.035413,-0.011175,0.949072,-0.065729,0.307411,-0.020977,0.483975,0.892382,0.759831,0.162774,2.378235,0.116496,4.079755,-2.051952,-3.853760,9.343052,2.026983,-3.840198
7651,0.996901,-0.068908,0.036779,-0.009317,0.947238,-0.065683,0.313076,-0.020226,0.514925,0.861703,0.793313,0.180406,2.474886,0.182294,3.998748,-1.577095,-3.957105,9.555884,2.706476,-4.520687
7652,0.996915,-0.068246,0.038052,-0.007402,0.945297,-0.065625,0.318953,-0.019363,0.552390,0.837418,0.824314,0.240540,2.556249,0.255828,4.287287,-1.882900,-3.929089,9.192651,1.971351,-4.255422
7653,0.996932,-0.067525,0.039199,-0.005426,0.943254,-0.065541,0.325021,-0.018368,0.579914,0.811913,0.862880,0.289089,2.643542,0.332220,4.352523,-1.419116,-3.821915,9.368118,2.684819,-4.444596
7654,0.996956,-0.066726,0.040189,-0.003387,0.941112,-0.065420,0.331257,-0.017222,0.572976,0.773440,0.916512,0.364742,2.714079,0.400625,4.065835,0.608083,-3.414173,9.262385,2.481053,-4.106716
7655,0.996988,-0.065829,0.040990,-0.001280,0.938877,-0.065248,0.337639,-0.015907,0.568027,0.722291,0.981379,0.439502,2.787331,0.480120,4.142252,0.381697,-3.134731,9.841648,3.001893,-4.152274
7656,0.997031,-0.064816,0.041569,0.000899,0.936553,-0.065012,0.344143,-0.014403,0.575812,0.655519,1.006249,0.523199,2.876608,0.539657,3.812185,-0.312717,-2.995549,10.969006,3.221613,-4.235977
7657,0.997086,-0.063666,0.041897,0.003153,0.934145,-0.064700,0.350749,-0.012691,0.607807,0.575312,1.037566,0.614055,2.978232,0.608546,3.714531,-1.876516,-3.097605,12.256380,3.961370,-4.618686
7658,0.997157,-0.062361,0.041939,0.005486,0.931660,-0.064299,0.357434,-0.010753,0.678828,0.512562,1.129449,0.699575,3.095659,0.680668,5.816438,-3.912400,-3.553339,13.996607,5.180718,-5.390710
7659,0.997244,-0.060881,0.041665,0.007902,0.929103,-0.063797,0.364177,-0.008571,0.772190,0.456360,1.241408,0.770307,3.222983,0.748456,6.957582,-4.799785,-4.322795,16.690903,6.385388,-6.959111
7660,0.997341,-0.059187,0.041181,0.010599,0.926417,-0.063242,0.371098,-0.006102,0.889577,0.416586,1.411547,0.825276,3.348298,0.787819,9.076786,-5.314338,-5.238629,18.980649,7.627699,-8.714575
7661,0.997439,-0.057276,0.040589,0.013698,0.923553,-0.062681,0.378298,-0.003341,1.026798,0.376846,1.615187,0.875641,3.450538,0.834489,10.042609,-5.636180,-6.071687,20.617218,8.979133,-10.112046
7662,0.997535,-0.055180,0.039850,0.017089,0.920525,-0.062093,0.385717,-0.000323,1.143195,0.279869,1.717344,0.947742,3.545090,0.872449,6.930067,-3.658505,-6.713087,22.302927,9.531333,-11.287863
7663,0.997625,-0.052934,0.038927,0.020662,0.917351,-0.061459,0.393296,0.002918,1.273205,0.114787,1.715414,1.045061,3.639963,0.913758,2.758500,-3.732224,-7.418072,23.300967,9.971991,-12.019523
7664,0.997710,-0.050569,0.037782,0.024305,0.914048,-0.060759,0.400980,0.006346,1.386682,-0.067339,1.643880,1.210533,3.717364,0.993353,1.544210,-2.431868,-7.793560,22.790544,9.528599,-11.329751
7665,0.997789,-0.048120,0.036378,0.027909,0.910638,-0.059973,0.408710,0.009928,1.508241,-0.250540,1.551260,1.418707,3.779359,1.087599,1.396429,-2.621344,-8.399780,22.397305,9.207098,-10.082666
7666,0.997864,-0.045621,0.034678,0.031364,0.907143,-0.059082,0.416432,0.013626,1.574627,-0.458299,1.475325,1.619776,3.815217,1.194176,-0.228643,1.159820,-8.753820,21.106757,9.080900,-8.771097
7667,0.997939,-0.043105,0.032644,0.034559,0.903589,-0.058067,0.424091,0.017408,1.640644,-0.689940,1.367764,1.765926,3.845303,1.296634,-2.492590,1.332311,-8.950494,20.416156,9.495726,-8.392339
7668,0.998018,-0.040606,0.030239,0.037384,0.900002,-0.056909,0.431632,0.021237,1.711317,-0.940674,1.254898,1.846853,3.883086,1.397930,-4.352248,1.531963,-8.941213,19.694958,9.488414,-8.355219
7669,0.998105,-0.038157,0.027425,0.039728,0.896413,-0.055589,0.439004,0.025079,1.785954,-1.237167,1.024915,1.900169,3.894505,1.443407,-8.770293,1.792831,-8.633749,18.621001,7.503129,-7.361135
7670,0.998205,-0.035793,0.024166,0.041482,0.892853,-0.054088,0.446154,0.028898,1.861204,-1.545463,0.683704,1.901325,3.822189,1.467425,-11.534500,1.726118,-8.547945,15.707591,5.925265,-5.084706
