SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z,Status
1883258,0.876646,-0.040549,-0.003931,0.479409,0.043766,-0.033989,-0.086080,-0.022062,-0.008150,0.004136,0
1899924,0.876656,-0.040494,-0.003969,0.479394,-0.033951,0.054951,0.005409,-0.022766,-0.009371,0.001643,0
1916590,0.876666,-0.040439,-0.004007,0.479379,0.004725,-0.022505,-0.088422,-0.023946,-0.008853,0.005322,0
1933256,0.876677,-0.040383,-0.004046,0.479365,0.117270,0.076534,-0.041019,-0.024593,-0.007366,0.002793,0
1949922,0.876687,-0.040328,-0.004085,0.479351,0.007207,-0.063008,0.007949,-0.023235,-0.008329,0.005516,0
1966588,0.876697,-0.040273,-0.004124,0.479337,0.093154,-0.026674,0.029965,-0.021280,-0.006930,0.005436,0
1983254,0.876706,-0.040219,-0.004163,0.479324,0.057616,0.053131,0.023403,-0.021658,-0.008307,0.005967,0
1999920,0.876715,-0.040165,-0.004202,0.479311,0.114120,-0.115828,0.041625,-0.020964,-0.006104,0.007971,0
2016586,0.876724,-0.040111,-0.004241,0.479300,0.036743,0.032727,0.018511,-0.020864,-0.006205,0.009144,0
2033252,0.876732,-0.040058,-0.004279,0.479288,0.060894,-0.068384,0.017839,-0.019185,-0.008085,0.007543,0
2049918,0.876740,-0.040006,-0.004316,0.479278,-0.055007,0.139057,-0.010613,-0.022533,-0.008805,0.010918,0
2066584,0.876747,-0.039954,-0.004354,0.479269,0.103569,-0.065473,0.008836,-0.021118,-0.006638,0.014208,0
2083250,0.876753,-0.039904,-0.004391,0.479262,0.089818,0.033073,-0.009842,-0.022732,-0.005920,0.012057,0
2099916,0.876759,-0.039854,-0.004428,0.479255,0.026549,-0.039207,-0.005111,-0.022263,-0.005091,0.011370,0
2116582,0.876764,-0.039804,-0.004464,0.479250,0.006281,-0.035846,-0.005832,-0.021889,-0.005461,0.007631,0
