frame_index,T8_orientation_w,T8_orientation_x,T8_orientation_y,T8_orientation_z,T8_angularVelocity_x,T8_angularVelocity_y,T8_angularVelocity_z,T8_acceleration_x,T8_acceleration_y,T8_acceleration_z
31195,0.35716,-0.127003,0.064728,0.923102,0.457767,-0.38338,-1.544369,5.626717,13.426053,-5.628817
31196,0.359607,-0.128267,0.064348,0.922003,0.684518,-0.352219,-1.331142,6.894576,9.849989,-1.404353
31197,0.361943,-0.129492,0.063951,0.920945,0.746151,-0.389157,-1.244852,5.468596,4.328072,2.990752
31198,0.364115,-0.130638,0.063512,0.919957,0.748756,-0.371111,-1.147358,4.653249,2.851137,2.791384
31199,0.366074,-0.131666,0.063006,0.919067,0.787783,-0.350097,-0.972074,6.119588,3.479372,1.765665
31200,0.367769,-0.132537,0.06241,0.918306,0.878229,-0.30547,-0.789725,6.701949,2.946263,-1.613037
31201,0.369199,-0.133313,0.06173,0.917665,0.894931,-0.353467,-0.589295,7.93661,1.337693,1.190529
31202,0.370421,-0.134078,0.060998,0.91711,0.884327,-0.416682,-0.379472,6.973498,1.180778,2.569255
31203,0.371467,-0.134822,0.060226,0.916629,0.890003,-0.34653,-0.305201,1.533305,-1.831143,0.439864
31204,0.372372,-0.135536,0.059425,0.916208,0.866,-0.210407,-0.332659,-1.2828,-4.545242,1.385388
31205,0.373168,-0.136212,0.058606,0.915837,0.741666,-0.133241,-0.447967,-2.492368,-7.210437,7.712955
31206,0.373889,-0.136839,0.057783,0.915502,0.679118,-0.072138,-0.497296,-0.78615,-4.431694,9.316534
31207,0.374566,-0.13741,0.056966,0.91519,0.616145,-0.04816,-0.58322,0.031353,-5.309355,11.63561
31208,0.375235,-0.137916,0.056168,0.91489,0.593379,-0.034517,-0.657566,2.026864,-4.598259,11.577334
31209,0.375926,-0.138346,0.055399,0.914588,0.610448,-0.014451,-0.648512,4.226487,-1.618725,10.632412
31210,0.376674,-0.138692,0.054672,0.914271,0.646763,0.00787,-0.599446,5.015283,-0.044491,9.621135
31211,0.377512,-0.138946,0.053998,0.913927,0.65992,0.031267,-0.576705,4.124029,-0.433615,9.436834
31212,0.378472,-0.139097,0.05339,0.913543,0.66298,0.052759,-0.53882,4.408682,-0.181873,9.022323
31213,0.379514,-0.139146,0.052832,0.913136,0.67064,0.08256,-0.516834,4.078246,-0.80783,8.115302
31214,0.380576,-0.139102,0.052303,0.91273,0.658288,0.094523,-0.495321,4.051216,-1.300853,8.523044
31215,0.38166,-0.138972,0.051803,0.912326,0.620838,0.08649,-0.486446,3.376043,-2.058073,9.522196
31216,0.382766,-0.138761,0.051332,0.911921,0.583553,0.082393,-0.502255,1.897338,-2.683318,9.053951
31217,0.383895,-0.138475,0.050892,0.911515,0.546097,0.082668,-0.54209,0.760235,-3.122659,8.543599
31218,0.385049,-0.138121,0.050482,0.911105,0.497012,0.084087,-0.598758,-0.005077,-3.513108,8.576757
31219,0.386228,-0.137702,0.050102,0.91069,0.443314,0.080489,-0.657475,-0.271473,-3.224927,8.723017
31220,0.387433,-0.137227,0.049754,0.910269,0.394298,0.074259,-0.706254,-0.186206,-2.501878,8.659572
31221,0.388665,-0.1367,0.049438,0.90984,0.359133,0.077519,-0.73592,0.19154,-1.551492,8.126299
31222,0.389926,-0.136127,0.049154,0.909402,0.325356,0.081851,-0.761521,0.291845,-1.247582,8.131908
31223,0.391215,-0.135515,0.048902,0.908953,0.28617,0.080622,-0.774295,0.676035,-0.939272,8.462774
31224,0.392535,-0.134868,0.048683,0.908492,0.243589,0.079978,-0.779949,0.779282,-0.622583,8.676599
31225,0.393884,-0.134178,0.048505,0.908019,0.205618,0.094343,-0.789643,0.330362,-0.498718,8.374368
31226,0.395261,-0.133429,0.048374,0.907538,0.170725,0.113125,-0.795872,0.137842,-0.26325,8.079139
31227,0.396666,-0.132625,0.048283,0.907048,0.12835,0.148074,-0.790121,0.133138,-0.039026,8.024755
31228,0.398098,-0.131767,0.048228,0.906548,0.084153,0.191431,-0.78562,-0.13671,0.120534,8.067523
31229,0.399556,-0.130858,0.048205,0.906039,0.043679,0.249802,-0.78874,-0.526515,0.168051,7.955156
31230,0.401041,-0.129898,0.048209,0.905521,0.018631,0.309919,-0.789269,-0.324506,0.687048,7.818188
31231,0.402551,-0.128891,0.048235,0.904994,-0.004347,0.375025,-0.800049,-0.478695,0.678939,7.662041
31232,0.404085,-0.127838,0.048278,0.904457,-0.029301,0.424985,-0.815022,-0.175247,0.806039,7.830185
31233,0.405644,-0.126741,0.048335,0.90391,-0.040503,0.474306,-0.836981,-0.312084,1.069776,7.241683
31234,0.407226,-0.125603,0.048399,0.903354,-0.027038,0.520041,-0.85131,-0.209572,1.701815,6.429679
31235,0.408831,-0.124424,0.048467,0.902788,-0.012796,0.559101,-0.868944,-0.284118,1.735087,6.285937
31236,0.410459,-0.123207,0.048533,0.902213,0.016235,0.596354,-0.883288,-0.295847,2.048697,5.527965
31237,0.412131,-0.121932,0.048621,0.901619,0.039222,0.625,-0.906687,-0.50418,1.813854,5.504069
31238,0.413862,-0.120584,0.048748,0.901,0.061539,0.639491,-0.927451,-0.435897,1.77153,5.31841
31239,0.41564,-0.119172,0.048907,0.900361,0.087508,0.641463,-0.939827,0.103146,1.873732,5.088406
31240,0.417452,-0.117707,0.049087,0.899705,0.110789,0.63498,-0.944662,0.381463,2.019478,4.909009
31241,0.419287,-0.116197,0.04928,0.899037,0.136903,0.620752,-0.960482,0.256603,1.648595,4.478767
31242,0.421134,-0.114653,0.049477,0.898361,0.164251,0.602224,-0.972813,0.417252,1.818928,4.076732
31243,0.422979,-0.113083,0.049667,0.897682,0.193334,0.588734,-0.989883,0.178264,1.809466,3.488388
31244,0.424813,-0.111499,0.049843,0.897005,0.220419,0.568487,-0.989246,0.879135,2.093616,3.365545
31245,0.426622,-0.109909,0.049995,0.896334,0.244469,0.55405,-0.989933,0.739063,1.960406,2.893491
31246,0.428395,-0.108324,0.050114,0.895674,0.256876,0.53401,-0.993917,0.849321,1.776491,2.825938
31247,0.430122,-0.106753,0.05019,0.895031,0.266162,0.518401,-0.992095,1.057421,1.682034,2.370863
31248,0.43179,-0.105205,0.050215,0.894409,0.270919,0.50833,-0.991483,1.108212,1.37895,1.844169
31249,0.43343,-0.103694,0.050193,0.893793,0.271418,0.511518,-0.980549,1.257601,1.505377,1.266896
31250,0.435073,-0.102217,0.050137,0.893168,0.277826,0.519171,-0.974093,1.115089,1.331352,0.440641
31251,0.436711,-0.100759,0.05005,0.892539,0.271504,0.521096,-0.945712,1.734809,1.524382,0.43949
31252,0.438335,-0.09931,0.049935,0.891912,0.269382,0.533775,-0.918227,1.614562,1.376797,-0.39296
31253,0.439935,-0.097856,0.049797,0.891292,0.270055,0.547873,-0.883039,1.746997,1.268447,-1.123695
31254,0.441502,-0.096383,0.049638,0.890686,0.277833,0.563914,-0.846785,1.697097,1.334584,-1.816722
31255,0.443028,-0.094879,0.049462,0.8901,0.289614,0.5856,-0.810081,1.710708,1.21805,-2.439059
31256,0.444504,-0.093332,0.049272,0.889538,0.305912,0.607614,-0.780579,1.269397,0.882698,-3.237993
31257,0.44592,-0.091728,0.049072,0.889007,0.305905,0.616294,-0.726851,2.083174,1.125452,-3.215358
31258,0.447268,-0.090054,0.048866,0.888512,0.296189,0.613984,-0.666,2.15964,1.068489,-3.33279
31259,0.448538,-0.088298,0.048656,0.88806,0.303332,0.629624,-0.612825,1.80869,0.986595,-4.733615
31260,0.449721,-0.086446,0.048446,0.887655,0.330566,0.658597,-0.567214,1.20593,0.982719,-6.243607
31261,0.450833,-0.084482,0.04823,0.887292,0.351215,0.673617,-0.524358,1.161995,0.804248,-6.418227
31262,0.451892,-0.082411,0.047999,0.88696,0.354448,0.68746,-0.486068,1.056905,0.530861,-6.509146
31263,0.452897,-0.080249,0.047756,0.886659,0.362725,0.70722,-0.473571,0.023577,0.087026,-7.617646
31264,0.453845,-0.078013,0.047501,0.886387,0.361849,0.721203,-0.452739,0.08825,0.208064,-7.774776
31265,0.454732,-0.07572,0.047235,0.886145,0.378055,0.742844,-0.430947,-0.242308,0.433455,-9.16991
31266,0.455557,-0.073388,0.046961,0.885933,0.391322,0.749857,-0.402428,-0.068976,0.677212,-9.344228
31267,0.456316,-0.071033,0.046679,0.885749,0.427082,0.778554,-0.384174,-0.95416,0.956844,-10.625587
31268,0.457007,-0.068672,0.046391,0.885594,0.529963,0.828798,-0.329945,-0.470833,2.913122,-13.067535
31269,0.457628,-0.066323,0.046098,0.885468,0.618648,0.8638,-0.297717,-1.140239,2.372617,-13.036559
31270,0.458176,-0.064002,0.045802,0.88537,0.653324,0.884963,-0.261253,-0.746573,1.694546,-11.575945
31271,0.458649,-0.061727,0.045503,0.885302,0.705982,0.905732,-0.231946,-1.12119,2.195954,-12.177584
31272,0.459045,-0.059514,0.045203,0.885264,0.771797,0.948677,-0.197141,-1.513132,2.703564,-13.19063
31273,0.459347,-0.057244,0.044853,0.885275,0.817814,0.972112,-0.162491,-1.463882,2.529462,-12.480718
31274,0.459547,-0.054818,0.044418,0.885347,0.866229,0.994723,-0.139015,-1.687139,2.358513,-12.471797
31275,0.459654,-0.052294,0.043925,0.885468,0.905345,0.991015,-0.109546,-1.112981,2.414421,-11.766957
31276,0.45968,-0.049726,0.0434,0.885628,0.958498,1.007941,-0.065266,-0.907681,2.657627,-12.290461
31277,0.459636,-0.04717,0.042871,0.885817,0.999526,0.99893,-0.014144,-0.261634,2.133234,-11.604133
31278,0.459532,-0.04468,0.042363,0.886024,0.99346,0.964829,0.047907,0.637389,1.034449,-10.152903
31279,0.45938,-0.042313,0.041904,0.886241,0.931255,0.897141,0.074536,0.651045,-0.838877,-8.293627
31280,0.459192,-0.040123,0.041519,0.886459,0.83085,0.817822,0.077517,0.488553,-2.391705,-7.446191
31281,0.45898,-0.038167,0.041236,0.886668,0.685459,0.721754,0.092405,1.165072,-3.443855,-6.276068
31282,0.458755,-0.036498,0.041082,0.886862,0.52094,0.614173,0.103833,1.599228,-4.007374,-5.892639
31283,0.458531,-0.035174,0.041082,0.887031,0.350694,0.522835,0.087387,0.760686,-4.74576,-6.171128
31284,0.458318,-0.034249,0.041264,0.887169,0.208842,0.448302,0.077974,0.968278,-4.479228,-7.517148
31285,0.458101,-0.033758,0.041627,0.887283,0.088841,0.382558,0.085078,1.171171,-3.713103,-8.222558
31286,0.457858,-0.033662,0.042143,0.887388,-0.00854,0.321735,0.101477,1.246677,-3.24101,-8.938377
31287,0.45759,-0.033909,0.042794,0.887485,-0.082239,0.285624,0.122291,0.806963,-2.783236,-9.698054
31288,0.457298,-0.034443,0.043565,0.887578,-0.151829,0.250431,0.135907,0.379795,-2.702264,-9.71318
31289,0.456984,-0.03521,0.044437,0.887666,-0.238921,0.221815,0.129418,-0.367255,-3.180933,-8.965418
31290,0.456648,-0.036156,0.045393,0.887752,-0.343801,0.198,0.105749,-1.01676,-3.632574,-7.878502
31291,0.456294,-0.037226,0.046418,0.887838,-0.44932,0.163685,0.099675,-0.503427,-3.49928,-6.996545
31292,0.455921,-0.038368,0.047493,0.887924,-0.593391,0.106785,0.135459,1.178458,-3.870579,-4.491892
31293,0.455532,-0.039525,0.048603,0.888013,-0.780599,0.060075,0.054613,-2.13566,-6.249152,-1.108333
31294,0.455128,-0.040645,0.049729,0.888107,-1.132236,-0.010951,-0.172532,-6.927214,-9.823926,6.460894
31295,0.454712,-0.041673,0.050855,0.888209,-1.463072,-0.165724,-0.229366,-2.899336,-4.687876,10.946994
31296,0.454285,-0.042555,0.051964,0.888321,-1.503576,-0.306064,-0.003285,3.342811,5.979011,6.493551
31297,0.453858,-0.043385,0.053138,0.88843,-1.362634,-0.385172,0.225159,3.332771,8.09404,3.030882
31298,0.453436,-0.044281,0.054446,0.888522,-1.152679,-0.335743,0.332501,-0.623949,5.766139,0.023199
31299,0.453011,-0.045227,0.055854,0.888603,-0.894065,-0.226797,0.286509,-4.464466,2.918088,-1.535046
31300,0.452576,-0.046206,0.05733,0.888681,-0.620071,-0.037818,0.156632,-7.113053,0.140189,-4.182001
31301,0.452124,-0.047202,0.05884,0.888759,-0.410333,0.131286,0.126731,-3.143744,-0.703759,-4.717904
31302,0.451649,-0.048197,0.06035,0.888847,-0.348331,0.147317,0.152541,1.280714,-3.125728,-0.521386
31303,0.451143,-0.049174,0.061826,0.888949,-0.407136,0.051764,0.228447,4.944887,-4.532342,3.668069
31304,0.450599,-0.050118,0.063237,0.889073,-0.353732,-0.032504,0.277842,5.339171,-2.684237,1.30177
31305,0.45001,-0.051011,0.064547,0.889226,-0.176358,0.001123,0.259319,2.041217,-0.451271,-2.6405
31306,0.449371,-0.051837,0.065723,0.889415,0.020395,0.154544,0.190802,-0.749659,-1.025146,-3.514157
31307,0.448675,-0.052579,0.066732,0.889648,0.036377,0.228857,0.235526,3.771361,-1.970824,5.316625
31308,0.447915,-0.053219,0.067542,0.889932,0.020442,0.237111,0.332772,6.67298,-0.87885,10.841617
31309,0.447086,-0.053758,0.068156,0.890269,0.058383,0.276767,0.480266,7.865796,0.215055,11.607403
31310,0.446195,-0.054211,0.068614,0.890653,0.087662,0.288384,0.631392,8.197036,-0.865129,12.777416
31311,0.445246,-0.054591,0.068936,0.89108,0.077008,0.292438,0.721518,5.945206,-2.941043,13.518623
31312,0.444248,-0.054908,0.069139,0.891543,0.099466,0.327371,0.743998,3.019452,-3.618448,10.751115
31313,0.443206,-0.055175,0.069242,0.892037,0.108775,0.347593,0.738364,1.864878,-3.928607,9.661881
31314,0.442128,-0.055403,0.069263,0.892556,0.097504,0.342363,0.715201,1.194683,-3.948303,9.237513
31315,0.441019,-0.055603,0.069222,0.893095,0.087193,0.329742,0.676725,0.515243,-3.527401,8.246224
31316,0.439888,-0.055787,0.069136,0.893648,0.07311,0.309346,0.63055,0.244754,-3.114787,8.125713
31317,0.43874,-0.055967,0.069024,0.89421,0.054433,0.265093,0.590521,0.73356,-2.644455,8.712448
31318,0.437582,-0.056153,0.068905,0.894774,0.034109,0.197997,0.571934,1.290879,-2.043955,9.131598
31319,0.436421,-0.056359,0.068796,0.895336,0.019413,0.118884,0.571735,1.628395,-1.380303,9.265535
31320,0.435264,-0.056594,0.068717,0.895891,0.017954,0.03527,0.566268,1.103913,-1.178312,8.997019
31321,0.434143,-0.056854,0.06863,0.896425,0.029445,-0.045028,0.558768,0.626898,-1.151629,8.661999
31322,0.43307,-0.057123,0.068491,0.896937,0.050911,-0.122241,0.556101,0.312846,-1.042219,8.268837
31323,0.432025,-0.057396,0.068309,0.897437,0.080225,-0.193835,0.555346,0.15184,-1.100721,7.839169
31324,0.430985,-0.057669,0.068093,0.897936,0.111531,-0.261364,0.569079,0.428392,-0.905989,7.621762
31325,0.429929,-0.057938,0.06785,0.898443,0.145942,-0.320066,0.599704,0.771391,-0.491052,7.459179
31326,0.428834,-0.058197,0.06759,0.898969,0.163905,-0.375312,0.64691,1.125731,-0.430848,7.784492
31327,0.427679,-0.058443,0.067321,0.899524,0.166557,-0.425003,0.715245,1.618202,-0.387527,8.34617
31328,0.426442,-0.058672,0.067052,0.900116,0.170376,-0.47042,0.794545,1.821309,-0.350538,8.207543
31329,0.425099,-0.058878,0.066791,0.900757,0.173361,-0.503136,0.889974,1.990968,-0.246755,7.918913
31330,0.42363,-0.059057,0.066547,0.901455,0.17377,-0.532957,0.985119,1.829782,-0.454591,7.905164
31331,0.422012,-0.059205,0.066329,0.90222,0.161615,-0.540914,1.070272,1.103708,-0.941303,7.85577
31332,0.420223,-0.059317,0.066145,0.903061,0.142064,-0.535604,1.132387,0.085107,-1.676766,7.946939
31333,0.418241,-0.059394,0.066008,0.903985,0.119978,-0.50871,1.189674,-0.38613,-1.939924,7.781994
31334,0.416076,-0.059444,0.065918,0.904987,0.097508,-0.464238,1.248599,-0.744339,-1.922027,7.314376
31335,0.413753,-0.059466,0.065862,0.906054,0.070007,-0.416944,1.320058,-0.382377,-1.622842,7.173693
31336,0.411297,-0.059464,0.065827,0.907175,0.040818,-0.368146,1.39706,-0.199914,-1.122174,6.894665
31337,0.408734,-0.05944,0.0658,0.908336,0.013173,-0.314746,1.456809,-0.555929,-0.831342,6.1598
31338,0.406088,-0.059394,0.065768,0.909527,-0.026205,-0.27466,1.508909,-0.425746,-0.710144,6.056329
31339,0.403386,-0.059329,0.065718,0.910737,-0.061578,-0.232004,1.553522,-0.532841,-0.322485,5.211383
31340,0.400652,-0.059248,0.065637,0.911954,-0.088396,-0.197967,1.579477,-0.628284,-0.155861,4.525808
31341,0.397913,-0.059151,0.065512,0.913167,-0.102316,-0.16887,1.598952,-0.556723,0.380884,3.656503
31342,0.395194,-0.059041,0.06533,0.914367,-0.102039,-0.135745,1.603193,-0.786802,0.435406,2.553438
31343,0.392522,-0.058921,0.065078,0.915543,-0.088891,-0.107112,1.606928,-0.545622,0.814069,1.688386
31344,0.389922,-0.058791,0.064745,0.916686,-0.076391,-0.08917,1.612411,-0.212474,0.957633,1.482426
31345,0.38733,-0.058633,0.064329,0.917823,-0.049039,-0.082631,1.601231,-0.315378,0.913266,0.746452
31346,0.384675,-0.058432,0.063847,0.918985,-0.014925,-0.065432,1.57858,-0.659403,0.821985,-0.104092
31347,0.381978,-0.058197,0.063305,0.920162,0.015115,-0.054904,1.559247,-0.478164,0.78674,-0.249762
31348,0.379256,-0.057938,0.062711,0.921344,0.047927,-0.048819,1.532212,-0.527451,0.561759,-0.567768
31349,0.376528,-0.057664,0.062074,0.922523,0.075285,-0.046189,1.500978,-0.56677,0.32899,-0.752914
31350,0.373814,-0.057385,0.0614,0.923688,0.095049,-0.054365,1.470024,-0.441717,0.075793,-0.616543
31351,0.371133,-0.057108,0.060698,0.924832,0.126391,-0.066935,1.447885,-0.123001,0.286286,-1.123435
31352,0.368504,-0.056845,0.059976,0.925946,0.148273,-0.086029,1.417012,-0.228175,-0.106886,-1.13603
31353,0.365946,-0.056605,0.059241,0.927022,0.164684,-0.10658,1.385683,-0.116803,-0.315334,-1.291025
31354,0.363479,-0.056396,0.058502,0.928052,0.175173,-0.125859,1.345623,-0.402053,-0.698201,-1.469623
31355,0.361122,-0.056228,0.057765,0.929028,0.178062,-0.153913,1.307343,-0.189155,-0.743128,-1.494504
31356,0.358896,-0.056111,0.05704,0.929942,0.174738,-0.184662,1.263484,-0.235868,-1.002042,-1.707284
31357,0.35678,-0.056053,0.056303,0.930804,0.17611,-0.212172,1.217311,-0.393148,-0.922197,-2.260027
31358,0.354743,-0.056049,0.055532,0.931629,0.17345,-0.242942,1.174874,-0.311171,-0.927935,-2.538736
31359,0.352784,-0.056088,0.054735,0.932417,0.170936,-0.265559,1.12849,-0.470539,-0.891026,-3.08147
31360,0.350899,-0.056161,0.053918,0.933171,0.161455,-0.29722,1.080581,-0.457563,-0.873068,-3.188971
31361,0.349088,-0.056256,0.053089,0.933892,0.151316,-0.335482,1.029266,-0.510048,-0.88957,-3.38458
31362,0.347348,-0.056363,0.052255,0.934581,0.12292,-0.373945,0.971711,-0.564762,-1.220939,-3.340353
31363,0.345678,-0.056473,0.051423,0.93524,0.099877,-0.405004,0.900702,-0.877987,-1.18291,-3.972298
31364,0.344076,-0.056574,0.0506,0.935869,0.078907,-0.438849,0.827574,-0.849013,-1.321409,-4.544797
31365,0.342541,-0.056656,0.049794,0.93647,0.037597,-0.496509,0.783359,0.116012,-0.90812,-4.000111
31366,0.34107,-0.056709,0.049012,0.937045,0.026748,-0.528267,0.748537,-0.075841,-0.06911,-5.499373
31367,0.339661,-0.056722,0.04826,0.937595,0.034383,-0.527805,0.709701,-0.82858,0.26319,-6.927619
31368,0.338313,-0.056685,0.047547,0.938121,0.049266,-0.515389,0.67956,-0.943322,0.915503,-7.320436
31369,0.337045,-0.056587,0.046856,0.938618,0.082986,-0.470362,0.621346,-1.842654,0.338467,-8.740132
31370,0.335871,-0.05643,0.046169,0.939082,0.125225,-0.419086,0.57397,-1.544623,0.473926,-9.379844
31371,0.334781,-0.056228,0.045491,0.939516,0.143158,-0.400663,0.553691,-0.813384,0.661753,-8.393247
31372,0.333768,-0.055994,0.044825,0.939923,0.168778,-0.380488,0.554599,-0.356596,1.330361,-8.651108
31373,0.332821,-0.055741,0.044176,0.940304,0.218554,-0.310636,0.548267,-1.162841,1.478123,-10.335792
31374,0.331933,-0.055483,0.043548,0.940662,0.29941,-0.205747,0.526241,-1.802382,1.667447,-12.08579
31375,0.331095,-0.055233,0.042945,0.941,0.393404,-0.069836,0.492874,-2.147064,1.423733,-13.590013
31376,0.330296,-0.055004,0.04237,0.94132,0.438616,-0.008942,0.474785,-1.009758,1.198107,-11.505398
31377,0.32953,-0.054809,0.041829,0.941624,0.436487,-0.008907,0.488042,0.324484,1.532188,-9.391459
31378,0.328786,-0.054661,0.041324,0.941915,0.425529,-0.052937,0.510627,1.033959,1.828302,-8.264449
31379,0.328056,-0.054573,0.040861,0.942195,0.429943,-0.066782,0.516278,0.456908,1.491253,-9.3655
31380,0.327331,-0.054559,0.040442,0.942466,0.451147,-0.065725,0.524437,0.355518,1.589138,-10.355185
31381,0.326602,-0.054583,0.040078,0.942733,0.487085,-0.055852,0.53859,0.608249,1.883994,-11.167406
31382,0.325875,-0.054605,0.039769,0.942997,0.500607,-0.06783,0.547539,1.093541,1.354924,-10.536488
31383,0.325158,-0.054639,0.039507,0.943253,0.494144,-0.086618,0.553601,1.457777,1.010154,-10.40124
31384,0.324464,-0.054696,0.039286,0.943498,0.467243,-0.13064,0.560316,2.21934,0.48233,-9.592881
31385,0.323801,-0.054786,0.039098,0.943728,0.438258,-0.164644,0.56334,2.238466,0.286094,-9.70071
31386,0.32318,-0.054923,0.038935,0.94394,0.387045,-0.190221,0.517498,1.445921,-1.352582,-9.214653
31387,0.322612,-0.055116,0.03879,0.944129,0.317073,-0.209305,0.443828,1.069634,-2.308349,-8.532842
31388,0.322107,-0.055379,0.038657,0.944291,0.251786,-0.217302,0.360635,0.98698,-2.722786,-8.283382
31389,0.321674,-0.055721,0.038527,0.944424,0.183464,-0.240832,0.273742,1.476026,-3.049714,-7.23196
31390,0.321325,-0.056156,0.038393,0.944523,0.101729,-0.316443,0.208512,2.723095,-2.977677,-4.76966
31391,0.321069,-0.056694,0.038248,0.944583,-0.000355,-0.421026,0.138316,2.851447,-3.236102,-2.198666
31392,0.320917,-0.057347,0.038084,0.944602,-0.178055,-0.463468,-0.067501,-1.32878,-6.672769,0.331506
31393,0.320923,-0.058168,0.037905,0.944557,-0.358226,-0.41098,-0.388571,-5.889147,-8.579619,1.068547
31394,0.321111,-0.059177,0.037721,0.944438,-0.384532,-0.236716,-0.582616,-5.700853,-3.05595,-2.175661
31395,0.321443,-0.060339,0.037536,0.944259,-0.249104,0.018308,-0.598377,-2.533176,2.720045,-5.659925
31396,0.321884,-0.061618,0.037351,0.944033,-0.061997,0.209417,-0.581846,0.949074,2.934597,-4.206633
31397,0.322397,-0.062977,0.037169,0.943776,0.057465,0.286987,-0.604167,3.305343,0.342922,0.545549
31398,0.322947,-0.064379,0.036994,0.9435,0.150063,0.244314,-0.601507,5.478579,0.117118,4.121814
31399,0.323496,-0.06579,0.036828,0.943221,0.22533,0.050443,-0.459653,9.545425,2.573626,6.991576
31400,0.324009,-0.067172,0.036673,0.942953,0.284664,-0.087655,-0.229564,9.791157,3.404458,4.634941
31401,0.32445,-0.06849,0.036533,0.942712,0.354063,-0.175631,-0.017102,7.985768,2.278565,2.679341
31402,0.324783,-0.069708,0.03641,0.942513,0.443576,-0.252211,0.230701,8.041362,2.850625,2.968678
31403,0.324971,-0.070789,0.036306,0.942372,0.487741,-0.304466,0.418209,6.436917,0.473927,5.614093
31404,0.324981,-0.071698,0.036226,0.942303,0.410792,-0.275152,0.376003,1.714376,-7.479583,7.642401
31405,0.324853,-0.072451,0.036176,0.942291,0.214188,-0.208357,0.199937,-0.895613,-12.785724,10.200454
31406,0.324654,-0.073099,0.036156,0.94231,0.104969,-0.187787,0.105424,1.584073,-9.50195,11.046141
31407,0.324385,-0.073656,0.036162,0.942359,-0.016526,-0.235625,0.033132,2.936234,-8.798261,15.412147
31408,0.324045,-0.074135,0.036188,0.942438,-0.037118,-0.224494,-0.01381,2.885808,-6.429425,12.993751
31409,0.323633,-0.07455,0.036229,0.942545,0.046103,-0.168665,-0.025006,3.503937,-3.832403,8.88736
31410,0.323149,-0.074914,0.036279,0.94268,0.142147,-0.101621,0.040688,5.005627,-1.400902,7.218265
31411,0.322594,-0.075241,0.036332,0.942843,0.19695,-0.039836,0.158687,6.308565,-0.114719,6.898157
31412,0.321966,-0.075545,0.036383,0.943031,0.18539,-0.001794,0.271386,6.686562,-0.775157,7.741823
31413,0.321265,-0.075839,0.036427,0.943245,0.156042,-0.00137,0.403759,7.334471,-0.247354,7.972912
31414,0.32049,-0.076137,0.036457,0.943483,0.121737,-0.042716,0.513958,6.840203,-0.715343,7.905639
31415,0.319642,-0.076453,0.036469,0.943744,0.090953,-0.102269,0.598456,5.62283,-1.376302,7.28416
31416,0.318721,-0.0768,0.036456,0.944029,0.059578,-0.154855,0.633479,3.75936,-2.578193,6.478937
31417,0.317703,-0.077163,0.03641,0.944344,0.036446,-0.194237,0.646632,2.301369,-3.098808,5.680792
31418,0.316576,-0.077518,0.03633,0.944696,0.009992,-0.211781,0.648168,1.249257,-3.370219,4.930475
31419,0.315351,-0.077865,0.036224,0.945081,-0.002463,-0.208803,0.66415,0.899219,-2.83727,4.155984
31420,0.314041,-0.078202,0.036102,0.945494,-0.013089,-0.191884,0.670726,0.310186,-2.856212,3.749442
31421,0.312658,-0.078529,0.035973,0.94593,-0.031995,-0.165562,0.672527,-0.012306,-2.928158,3.617543
31422,0.311212,-0.078846,0.035844,0.946385,-0.046922,-0.135522,0.684319,0.17298,-2.340714,3.306311
31423,0.309718,-0.079152,0.035726,0.946855,-0.065907,-0.103856,0.693515,-0.015103,-2.120462,3.123614
31424,0.308186,-0.079446,0.035626,0.947334,-0.089343,-0.07454,0.699648,-0.212655,-2.015103,3.145553
31425,0.306628,-0.079728,0.035553,0.947818,-0.114456,-0.050049,0.717283,0.038913,-1.471601,3.15523
31426,0.305057,-0.079998,0.035516,0.948303,-0.148457,-0.028886,0.732372,-0.040837,-1.341035,3.321415
31427,0.303485,-0.080254,0.035525,0.948786,-0.18984,-0.012405,0.743967,-0.151362,-1.196716,3.538251
31428,0.301923,-0.080497,0.035586,0.949261,-0.232133,0.008215,0.750377,-0.245205,-1.045742,3.333609
31429,0.300352,-0.080705,0.035713,0.949737,-0.271137,0.030346,0.756491,-0.204698,-0.624641,3.215951
31430,0.298744,-0.080865,0.0359,0.950223,-0.308395,0.053091,0.761764,-0.102277,-0.422581,3.058712
31431,0.297103,-0.080989,0.036138,0.950718,-0.341353,0.080366,0.769034,0.011586,-0.047897,2.858498
31432,0.295433,-0.08109,0.036414,0.951219,-0.370503,0.09473,0.78477,0.437975,0.32142,2.979887
31433,0.293738,-0.081178,0.036718,0.951725,-0.395527,0.111021,0.80252,0.587116,0.553601,2.853089
31434,0.29202,-0.081266,0.037037,0.952233,-0.418317,0.123277,0.815824,0.615604,0.640109,2.795224
31435,0.290284,-0.081365,0.037361,0.952743,-0.434032,0.127704,0.81963,0.547809,0.474557,2.729436
31436,0.288533,-0.081488,0.037679,0.953252,-0.443008,0.125353,0.813205,0.452474,0.523039,2.675979
31437,0.286771,-0.081645,0.037977,0.953758,-0.452374,0.118617,0.80757,0.482649,0.633526,2.735426
31438,0.285002,-0.08185,0.038247,0.95426,-0.452581,0.111172,0.78876,0.214589,0.429511,2.32643
31439,0.283228,-0.082114,0.038475,0.954756,-0.450227,0.103075,0.775624,0.376208,0.702766,2.20005
